TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        66,     30066, 51.309541,     162.5,     138.6,     48142,     81452,    145563,      1296,     16341,      8471,        97,     45379,     66797,    123127,      1716,     12974,      9001,       176
        67,     30067, 57.422659,     137.0,     113.9,     46595,     78363,    141283,      2640,     16477,     10358,       116,     44103,     64543,    119692,      1397,     12938,     11088,       303
        68,     30068, 52.467391,     174.2,      36.2,     44425,     74366,    142441,      1046,     15983,      7991,       212,     42320,     61451,    120669,      1155,     12721,      8624,       336
        69,     30069, 57.773502,      32.0,      82.9,     40239,     66486,    134880,      1158,     16135,      8655,       105,     38915,     55266,    114629,      1082,     12668,      9553,       394
        70,     30070, 34.826126,     103.6,      23.5,     42851,     71371,    141430,       774,     15579,         0,       208,     41030,     59117,    119827,       801,     12450,         0,       351
        71,     30071,143.723585,      25.0,         0,     40012,     67338,    143583,       434,     14972,         0,       210,     38748,     55946,    121498,       471,     12031,         0,       445
        72,     30072, 34.086920,      99.7,      85.6,     39316,     64789,    135410,       413,     15585,         0,       401,     38162,     53924,    114964,       571,     12305,         0,       628
        73,     30073,115.092528,       5.5,         0,     44860,     76286,    150972,       319,     13876,         0,       621,     42704,     62981,    127197,       205,     11396,         0,       822
        74,     30074,227.309852,      82.4,     140.8,     47056,     73575,    157815,       141,     15447,         0,        66,     43660,     60209,    134329,       148,     11892,         0,        55
        75,     30075,149.658472,     513.6,     592.8,     66160,    114206,    165684,      2110,     16255,     13700,       831,     59691,     90937,    139839,      1828,     12847,     12584,       974
        76,     30076,114.941966,     500.4,     158.3,     50177,     85622,    147360,      1731,     16618,      9809,       449,     46838,     69710,    125430,      2005,     13049,      8657,       814
        77,     30077, 80.280561,     518.4,     943.4,     50284,     85799,    144032,      2779,     16531,     13270,       158,     46943,     69854,    122665,      3353,     13125,     12025,       216
        78,     30078,112.191671,     581.9,     306.0,     50907,     87068,    148359,      2711,     16170,     13660,       214,     47499,     70809,    126096,      2702,     12947,     11914,       337
        79,     30079, 39.400546,     488.5,     406.9,     45314,     75881,    138885,      2798,     16365,     11057,       208,     43008,     62608,    118106,      2991,     13084,     10820,       322
        80,     30080, 46.560144,     552.9,     351.6,     48246,     81676,    147146,      2400,     15877,     16425,       245,     45488,     66979,    124658,      2514,     12802,     15563,       329
        81,     30081,187.307320,     157.7,     315.0,     45021,     76496,    151607,       495,     14926,      8114,       622,     42853,     63161,    127876,       465,     12090,      7720,       800
        82,     30082,152.546581,     376.8,     499.8,     51058,     87433,    154999,      1608,     15753,      9043,       233,     47869,     71222,    130688,      1865,     12703,      9361,       313
        83,     30083,113.808487,         0,     248.7,     67934,    117217,    172116,      1592,     15543,     16074,       558,     61191,     93323,    145004,       851,     12489,     14257,       913
        84,     30084, 53.080907,     197.3,     251.8,     61459,    107374,    169636,      2262,     15529,     19435,       399,     56121,     85885,    142956,      1785,     12591,     16705,       684
        85,     30085, 57.165840,      62.5,     133.7,     54446,     94325,    165530,      1193,     14913,     17526,       356,     50910,     76383,    139201,      1204,     12274,     16536,       648
        86,     30086,388.510529,      15.0,     156.6,     70458,    119887,    174722,       157,     10564,         0,       181,     62950,     95149,    147686,        15,      8995,         0,       124
        87,     30087,219.151682,      69.0,         0,         0,         0,         0,        93,     14101,         0,         0,         0,         0,         0,       148,     11441,         0,         0
        88,     30088,205.655239,      69.0,         0,     55929,     96383,    170972,       155,     12685,      5096,        96,     52137,     77754,    143544,       169,     10912,      6416,        83
        89,     30089,199.281081,     164.5,     335.7,     57873,     95554,    150922,       519,     12369,     13500,      1242,     54393,     77773,    127216,       396,     10978,     12759,      1177
        90,     30090,271.340268,     125.2,     716.7,     57315,    100382,    170130,      1342,     14368,     14269,       497,     53206,     80802,    143128,       551,     12046,     12715,       878
        91,     30091,150.566799,     255.2,     117.3,     56083,     92328,    151385,       549,     12370,     13666,      1235,     52991,     75439,    127422,       635,     11087,     13125,      1170
        92,     30092,123.970634,     200.0,     198.9,     52252,     89692,    167621,       885,     14081,     17253,       395,     49524,     73145,    140267,       543,     11957,     16171,       839
        93,     30093,105.465780,     111.4,         0,     46972,     75676,    157645,         0,      9198,         0,        65,     45315,     63050,    133131,       227,      8591,         0,        54
        94,     30094,205.869884,     115.2,         0,     57883,     95619,    145358,       170,      9583,      9062,       100,     53664,     77313,    124202,       475,      9015,      9261,        67
        95,     30095,184.642664,     284.0,     194.6,     61204,    101568,    160133,       375,      9822,     16205,       111,     57016,     82190,    134777,       726,      9341,     14675,        75
        96,     30096,163.787822,     270.2,      64.1,     59633,     98737,    158571,       299,     11087,     15371,        97,     55772,     80114,    133275,       583,     10301,     13682,        65
        97,     30097,         0,         0,         0,     63009,    102503,    148509,         0,      1643,         0,       161,     57309,     82053,    127694,         0,      2663,         0,       110
        98,     30098,515.762284,      15.4,       2.7,     77638,    126080,    168145,         3,      3053,         0,       262,     69222,    100308,    142969,        15,      4756,         0,       184
        99,     30099, 47.224552,         0,         0,     58632,     97816,    153917,         2,      6253,         0,       114,     54317,     78935,    131241,       115,      6958,         0,        77
       100,     30100,115.285769,     106.7,       2.1,     66909,    111469,    162341,       131,      6325,     12451,       164,     60852,     89144,    137730,       450,      7162,     11797,       113
       101,     30101,226.520192,     440.6,     134.8,     67756,    112788,    169163,       317,      8099,     17857,       155,     62226,     90614,    141877,       719,      8313,     15080,       106
       102,     30102,108.195519,         0,         0,     54717,     91000,    161541,        21,      3708,         0,       101,     51224,     73927,    137690,       237,      5501,         0,        88
       103,     30103,195.757101,     228.7,      19.7,     70004,    117058,    171521,       130,      4226,     11018,       192,     63401,     93476,    145173,       498,      5998,     10679,       132
       104,     30104,151.304957,     198.3,     116.0,     72546,    120920,    174388,       197,      6261,     20835,       194,     66146,     96922,    146141,       639,      7239,     17067,       134
       105,     30105, 98.772761,     108.2,      55.1,     77421,    128520,    184268,       167,      3938,     21938,       241,     70111,    102922,    154089,       734,      5885,     17929,       168
       106,     30106,197.688337,     216.6,      76.9,     76350,    127372,    185310,       132,      3981,     20780,       227,     69298,    102022,    154859,       451,      5958,     17169,       158
       107,     30107, 55.090501,         0,         0,     74513,    124776,    183727,         0,      2468,         0,       229,     67193,     99619,    155089,        31,      4463,         0,       160
       108,     30108, 88.809657,     171.2,         0,     83319,    138387,    189659,       112,      2958,     21663,       290,     74598,    110619,    159217,       573,      5014,     17558,       207
       109,     30109,946.304060,      12.0,       1.4,     89425,    145595,    189477,         1,      1489,         0,       399,     78284,    115464,    160072,        12,      3365,         0,       278
       110,     30110, 95.228257,      21.3,         0,     82089,    137013,    187952,        32,      2762,     11154,       286,     73084,    109193,    158341,       302,      4795,     10784,       203
       111,     30111,140.290589,      19.7,         0,     99565,    160231,    201724,         0,      1529,         0,       581,     86275,    127231,    169448,        68,      3652,         0,       369
       112,     30112,174.440973,      47.0,         0,     89369,    148557,    200318,         5,      1629,     10307,       353,     78769,    118204,    168162,       122,      3824,     10015,       256
       113,     30113,203.628024,     113.2,         0,     85325,    141733,    193729,         2,      2330,     18131,       310,     76298,    113268,    161988,       388,      4465,     15488,       224
       114,     30114,154.264831,      86.9,       1.8,     88755,    147285,    203544,         6,      1713,     24642,       330,     79170,    117719,    169294,       213,      3967,     19149,       242
       115,     30115, 90.072069,       5.6,      89.5,    115653,    181213,    221628,       150,       867,         0,      1003,     99059,    144155,    185220,       119,      3194,         0,       521
       116,     30116,109.047060,      65.1,      29.2,    106528,    171579,    216826,       153,       994,     11647,       716,     91869,    136435,    181357,       158,      3363,     10859,       428
       117,     30117,104.898914,      30.3,      34.2,     97193,    160053,    212557,        67,      1060,     23152,       489,     85301,    127606,    177389,       182,      3449,     18174,       323
       118,     30118, 81.197058,      56.2,         0,     94950,    156652,    213847,        38,      1005,     25536,       438,     83930,    125111,    177578,       193,      3397,     19524,       297
       119,     30119, 88.410214,       1.0,      35.8,    112798,    177347,    226143,       115,       642,         0,       920,     96771,    141057,    189036,       125,      2861,         0,       496
       120,     30120,230.581588,     123.3,       1.4,    103123,    167062,    223053,        91,       683,     11449,       639,     89276,    132848,    186238,       244,      3007,     10547,       395
       121,     30121,115.036147,      51.4,       7.8,     94197,    155146,    212208,        45,       708,     18404,       419,     84047,    124518,    176426,       329,      3073,     15221,       288
       122,     30122,151.372238,      90.7,         0,     92697,    152971,    212273,         8,       703,     17281,       394,     82889,    122772,    176378,       183,      3051,     14550,       276
       123,     30123,117.795646,         0,         0,     92717,    150370,    230853,         3,       487,         0,       458,     80860,    119281,    193138,       216,      2511,         0,       307
       124,     30124,123.415254,      98.0,       2.3,     90941,    151567,    204720,        68,       537,     14927,       394,     81600,    121616,    171662,       302,      2684,     12837,       276
       125,     30125, 61.781836,      70.0,      64.3,     99519,    163936,    211495,        84,       545,     27288,       549,     88329,    131603,    176816,       467,      2722,     20169,       353
       126,     30126,198.242357,     175.4,      10.6,     96810,    160193,    212119,        79,       529,     23466,       498,     86215,    128593,    177231,       338,      2673,     17818,       327
       127,     30127,127.818309,     105.0,         0,     95610,    158512,    212318,        31,       492,     16279,       492,     85242,    127231,    177789,       297,      2547,     13464,       325
       128,     30128,100.177029,      96.0,       5.9,    105175,    171796,    219183,        59,       496,     26798,       694,     92787,    137972,    182904,       424,      2574,     19606,       419
       129,     30129,233.679796,      66.4,         0,    111372,    180066,    229259,         0,       449,     17630,       902,     97724,    144646,    190915,       153,      2429,     14166,       491
       130,     30130,102.635968,      73.8,       1.7,    102064,    167650,    220367,        12,       469,     23233,       624,     90334,    134630,    183745,       335,      2509,     17448,       389
       131,     30131,120.748304,      90.4,         0,    107207,    174589,    227654,         2,       441,     22992,       754,     94417,    140239,    189511,       228,      2441,     17283,       444
       132,     30132,262.933622,     122.2,       6.6,    124920,    196317,    246807,        16,       664,     28184,      1364,    108074,    157599,    204325,       234,      2662,     19519,       633
       133,     30133,420.264584,     194.9,      15.6,    123374,    194372,    241629,        19,       753,     23730,      1326,    106918,    156055,    200564,       266,      2782,     16973,       621
       134,     30134,971.602594,       9.6,         0,    119232,    189424,    253872,         0,      1514,         0,      1284,    105238,    152946,    209092,        10,      4146,         0,       607
       135,     30135,146.137693,       3.4,         0,    117901,    188225,    245131,         6,       881,         0,      1212,    103132,    151350,    203061,        82,      3075,         0,       584
       136,     30136,407.556751,     316.8,      23.7,    130200,    202037,    256523,        24,      1437,     17630,      1559,    111866,    162111,    211743,       317,      4129,     13166,       698
       137,     30137,280.637419,       2.5,      30.7,    129797,    201408,    260822,        85,      2053,         0,      1596,    111998,    161835,    215092,       218,      4974,         0,       711
       138,     30138,291.975907,     215.9,      54.3,    144460,    217615,    265988,        85,      2143,     30824,      2051,    122441,    174440,    219041,       218,      5132,     20566,       875
       139,     30139,526.757807,     296.9,      29.0,    155227,    229683,    281075,       139,      4115,     35013,      2461,    130495,    183860,    230521,       371,      7720,     22678,      1016
       140,     30140,823.791016,       5.0,         0,    112878,    182520,    269822,         0,      2967,         0,      1100,    104454,    151162,    217679,         5,      6829,         0,       550
       141,     30141,421.177376,       5.9,         0,    135667,    208109,    279271,         0,      4441,         0,      1795,    116298,    167081,    229332,         6,      7824,         0,       783
       142,     30142,476.179051,         0,         0,    124707,    197625,    273869,         0,      5151,         0,      1479,    109043,    159286,    223119,         3,      8821,         0,       671
       143,     30143,216.839844,      73.8,     109.7,    153372,    227695,    281531,       139,      4176,     36444,      2391,    129129,    182300,    231031,       371,      7656,     23566,       993
       144,     30144,         0,         0,         0,     82701,    140690,    215720,         0,       273,         0,       371,     77322,    114525,    178355,         0,      1191,         0,       265
       145,     30145,386.115617,      33.3,         0,     31355,     44113,    107527,         0,      5399,         0,      2991,     30308,     37796,     92515,        33,      4001,         0,      2535
       146,     30146,         0,      18.6,         0,     21357,     25118,    101486,         0,      8107,         0,         0,     20553,     23194,     88181,        19,      6792,         0,         0
       147,     30147,         0,       2.8,         0,     16939,     22078,     84291,         0,       151,         0,         0,     16520,     20779,     73761,         3,       682,         0,         0
       148,     30148,         0,         0,         0,     18911,     26094,    114514,         0,      3960,         0,         0,     18658,     24458,     97867,         0,      4325,         0,         0
       149,     30149,         0,         0,         0,     14674,     18454,    108343,         0,      9034,         0,         0,     13923,     17392,     93837,         0,      7907,         0,         0
       150,     30150,2427.21499,     616.2,     155.5,     22257,     32088,    128723,       156,       218,         0,         0,     22006,     29166,    108274,       616,       735,         0,         0
       151,     30151,         0,      21.4,      46.5,     17922,     21110,     98916,        47,       181,         0,         0,     18767,     20648,     85392,        21,       332,         0,         0
       152,     30152,         0,         0,         0,     65640,    111652,    187932,         0,       276,         0,       185,     61333,     90200,    157720,         0,      1707,         0,       127
       153,     30153,1571.18699,         0,         0,    118751,    189079,    271134,         0,      3213,         0,      1261,    103153,    151636,    222132,         0,      7798,         0,       599
       154,    570001,         0,         0,       0.8,     11834,     58897,    205160,         1,       408,         0,      1405,     23466,     61165,    171893,         0,       124,         0,       357
       155,    570002,990.592547,     502.3,         0,     49894,    134188,    227060,         0,       964,         0,       706,     66416,    122153,    190934,       502,      8022,         0,       398
       156,    570003,2333.21838,     707.3,         0,     22531,     73282,    175106,         0,       128,         0,       182,     39646,     77212,    149985,       707,      4050,         0,       122
       157,    570004,1299.73698,    1099.8,         0,     62377,    154271,    249967,         0,       719,         0,      1911,     79723,    138868,    208505,      1100,      9471,         0,       796
       158,    570005,870.265885,     857.3,         0,     74430,    171448,    262152,         0,      1273,         0,      1740,     85763,    149634,    216655,       857,     10917,         0,       742
       159,    570006,3281.93156,     391.8,       2.5,     26374,     88740,    173883,         3,       854,         0,      2332,     43633,     89832,    153357,       392,      2194,         0,       638
       160,    570007,2690.21186,    1037.8,         0,     41744,    117723,    203529,         0,       512,         0,      1846,     59535,    112522,    176934,      1038,      6887,         0,       692
       161,    570008,277.020743,     159.2,      18.3,    109969,    202238,    302596,        18,      2821,         0,      4483,    113522,    173649,    244226,       210,     12858,         0,      1744
       162,    570009,945.959635,     572.7,         0,     98947,    185095,    284334,         0,       699,         0,      4169,    103012,    158876,    232733,       573,     10502,         0,      1600
       163,    570010,109.891340,      60.2,         0,    114630,    208209,    304340,        15,      1902,         0,      4766,    116653,    177525,    244983,       351,     12043,         0,      1839
       164,    570011,388.340758,     135.0,         0,    125793,    217837,    316812,         0,      5087,         0,      5607,    121096,    181554,    252590,       149,     13479,         0,      2200
       165,    570012,4580.44630,         0,     781.7,     29011,    105194,    196922,       782,       935,         0,      1406,     41173,     98300,    173284,         0,      1473,         0,       567
       166,    570013,668.526890,     498.7,         0,     96882,    185199,    285006,         0,       347,         0,      5561,    105120,    161522,    232359,       499,      9034,         0,      2079
       167,    570014,396.257237,      98.2,         0,    120596,    211866,    309798,         0,      1278,         0,      5331,    119222,    178358,    247251,       109,     11395,         0,      2082
       168,    570015,238.343642,     109.3,         0,    123195,    214891,    319726,         0,      2414,         0,      5464,    121262,    180735,    253844,       119,     12097,         0,      2139
       169,    570016,341.616489,     119.3,         0,    147911,    232092,    321516,         0,      5238,         0,      6872,    134789,    190964,    254428,       119,     12962,         0,      2778
       170,    570017,495.060813,     273.2,     193.2,     51115,    151108,    247152,       193,       795,         0,      2872,     62865,    135100,    209692,       273,      5262,         0,      1034
       171,    570018,498.318878,     375.0,         0,     65350,    170516,    263315,         0,       511,         0,      3946,     75757,    150490,    220619,       375,      6965,         0,      1392
       172,    570019,388.358642,     253.8,         0,    158107,    246189,    343186,         4,      5244,         0,      7541,    142520,    200983,    265143,       274,     12524,         0,      3109
       173,    570020,500.223717,     342.2,         0,    165254,    252503,    349094,         0,     11503,         0,      8109,    144660,    203331,    270469,       343,     13378,         0,      3352
       174,    570021,484.164824,     138.0,         0,    132811,    222871,    327601,         0,       775,         0,      6201,    127220,    185933,    257847,       138,     10530,         0,      2462
       175,    570022,245.354829,      99.2,      18.3,    146715,    237267,    340808,        18,      2374,         0,      6908,    136393,    196198,    265516,       151,     11702,         0,      2796
       176,    570023,277.071394,     403.5,     344.0,    187022,    275184,    365174,       344,     18728,         0,      8384,    157629,    218987,    280287,       427,     14557,         0,      3543
       177,    570024,652.528921,     239.7,         0,     49353,    147766,    260720,         0,       775,         0,      2756,     61201,    132451,    216389,       240,      4206,         0,       995
       178,    570025,639.727979,     540.5,      13.5,     62910,    166522,    277162,        14,       477,         0,      3787,     73589,    147312,    227254,       541,      5814,         0,      1337
       179,    570026,627.007270,     214.0,         0,    115367,    200691,    301418,         0,       292,         0,      7915,    117500,    174158,    242166,       214,      7816,         0,      2978
       180,    570027,316.998040,      44.5,         0,    124414,    213991,    332179,         0,       461,         0,      6236,    121059,    179454,    258843,        45,      9472,         0,      2478
       181,    570028,256.114285,      95.7,         0,    145833,    227983,    338693,         1,      1171,         0,      7450,    136419,    191601,    265574,       156,     10704,         0,      3064
       182,    570029,240.050986,     139.5,       3.0,    156505,    240339,    355938,         3,      2713,         0,      7917,    143327,    199702,    273226,       181,     11837,         0,      3295
       183,    570030,630.443990,     257.3,       4.0,    136872,    215870,    316639,         4,       506,         0,      7623,    132756,    185135,    250823,       257,      9233,         0,      3101
       184,    570031,439.909944,     339.2,         0,    170110,    253161,    365136,         0,      7412,         0,      8864,    149874,    206706,    277777,       365,     13333,         0,      3740
       185,    570032,320.440443,     203.8,         0,    191648,    271452,    374818,         0,     16028,         0,      9548,    160949,    217479,    283840,       204,     14690,         0,      4214
       186,    570033,233.427106,     162.3,         0,    199179,    285115,    382284,       146,     25710,         0,      9278,    164849,    225946,    289211,       402,     15943,         0,      3990
