TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        20,     30020,173.846732,     143.8,      87.7,     41445,     47548,    108074,       143,     10607,      9486,      1400,     26051,     29494,     69827,       245,      6038,      6176,      1144
        21,     30021,128.632214,         0,     405.6,     56610,     69878,    118449,       434,     11418,         0,      1891,     36498,     43034,     76551,         4,      5663,         0,      1399
        22,     30022,104.210697,       4.2,      28.1,     54973,     67216,    118899,       590,     12128,         0,      1326,     35342,     41487,     76863,        17,      6211,         0,      1238
        23,     30023,135.607746,       8.5,      88.1,     52814,     63719,    119223,       238,     12571,      7560,       844,     33858,     39494,     77075,       160,      6693,      3809,       802
        24,     30024,101.657431,      97.0,       3.8,     50488,     60109,    118564,       266,     12597,      9528,       483,     32251,     37382,     76549,       626,      6813,      5754,       660
        25,     30025,113.044793,     289.5,     143.4,     46581,     54466,    116134,       477,     12493,     11721,       788,     29579,     33891,     75013,      1014,      6865,      7506,       613
        26,     30026, 56.631464,     183.0,     175.0,     45206,     52577,    116844,       597,     12330,     13025,       822,     28675,     32730,     75466,      1251,      6875,      8564,       667
        27,     30027,153.111351,         0,         0,     55438,     67869,    107931,       193,     12172,         0,      1270,     35653,     41839,     69940,         1,      6073,         0,      1086
        28,     30028,203.300975,       9.2,     152.7,     52358,     62812,    106577,      1425,     13292,      7158,       954,     33522,     38951,     69134,        69,      7175,      3916,       825
        29,     30029, 83.574133,     146.9,       2.4,     47908,     56448,    105576,       498,     13456,      9876,       378,     30487,     35113,     68463,       852,      7433,      5567,       534
        30,     30030,108.781129,     309.3,      83.4,     43903,     50990,    110905,      1143,     13291,     12468,       700,     27823,     31763,     71402,      1522,      7425,      7817,       623
        31,     30031, 64.047264,     193.0,     180.3,     45149,     52557,    103966,      1153,     13047,     11348,       577,     28683,     32768,     67175,      1446,      7380,      8364,       524
        32,     30032, 46.605744,     109.3,       2.4,     42758,     49336,    113812,       437,     12062,     10571,       784,     26987,     30676,     73547,      1059,      6811,      6928,       631
        33,     30033, 64.212087,     137.5,       9.8,     41063,     47161,     98041,       989,     12773,     10474,       736,     25939,     29395,     63467,      1457,      7305,      6907,       638
        34,     30034, 67.305935,     173.3,      16.3,     39806,     45505,    111474,       230,     11757,      8637,      1365,     25008,     28250,     72095,       977,      6769,      5593,      1071
        35,     30035, 80.425663,     257.1,         0,     37565,     42844,     95746,       225,     12232,      7740,       730,     23702,     26735,     62048,      1161,      7153,      4950,       609
        36,     30036, 66.078085,      87.7,         0,     32369,     36512,     97331,        55,     11283,         0,      1637,     20461,     22657,     62842,       696,      6792,         0,      1131
        37,     30037,213.267221,       2.2,      18.1,     67758,     88319,    122254,       157,     12855,         0,      1100,     44385,     53998,     78973,         2,      6478,         0,      1053
        38,     30038,207.268944,       1.2,    1190.8,     61753,     78283,    119195,      1668,     13949,      5316,       408,     40216,     48043,     77087,        37,      7659,      2853,       623
        39,     30039, 82.626687,      57.9,     163.8,     48641,     57409,    104740,      3417,     14040,      7599,       212,     30993,     35710,     67982,       794,      7920,      4191,       404
        40,     30040,118.118363,     338.7,     255.3,     46499,     54408,    103387,      3987,     13908,     10258,       168,     29537,     33867,     67135,      1323,      7893,      7156,       406
        41,     30041, 42.716753,     107.7,     471.7,     42772,     49327,    100245,      2272,     13561,     10114,       284,     27066,     30742,     64898,      1490,      7769,      8154,       480
        42,     30042, 43.532671,      60.1,      81.6,     44289,     51512,    105756,      1590,     13303,      8895,       654,     28111,     32126,     68344,      1301,      7690,      6966,       601
        43,     30043, 79.992258,     177.9,      79.7,     39954,     45889,    101100,       423,     12719,      6419,       756,     25256,     28643,     65432,      1030,      7475,      5049,       637
        44,     30044, 35.151657,     123.1,         0,     38609,     44060,    100646,       126,     12221,         0,       742,     24387,     27503,     65152,       768,      7363,         0,       621
        45,     30045, 43.925164,      71.8,      25.8,     37212,     42274,    100899,        87,     11939,         0,       816,     23483,     26373,     65338,       394,      7341,         0,       748
        46,     30046,151.481435,         0,         0,     32993,     37135,     99523,        26,     11222,         0,      1089,     20856,     23079,     64545,        88,      7202,         0,       800
        47,     30047,         0,         0,         0,     45144,     52781,    123494,         0,      4208,         0,         0,     28082,     32241,     80157,         0,      1741,         0,         0
        48,     30048,456.875777,       5.1,         0,     56036,     69067,    115444,         0,      2992,         0,         0,     35875,     42299,     74760,         5,       611,         0,         0
        49,     30049,239.937161,         0,     184.8,     67516,     87910,    127068,       198,     13368,         0,       361,     44242,     53770,     82107,         2,      6796,         0,       724
        50,     30050,248.042036,       6.7,     348.4,     60523,     76187,    122977,      1381,     14296,      5403,       158,     39373,     46856,     79550,        41,      7924,      2723,       291
        51,     30051, 46.653357,      10.1,      71.7,     51059,     63337,    109791,      2865,     14370,      7556,       157,     32794,     39446,     71254,       585,      8184,      3781,       289
        52,     30052, 45.509891,      46.0,    1800.4,     55566,     68287,    119921,      3710,     14260,      6882,       159,     35959,     42315,     77584,       795,      8127,      5143,       243
        53,     30053, 77.585652,     210.9,    1237.2,     47439,     56255,    103661,      4605,     14123,      9195,       115,     30265,     35096,     67391,      1281,      8114,      6919,       260
        54,     30054, 72.913789,     163.2,     633.3,     45305,     52721,    106247,      2989,     13858,      8859,       201,     28808,     32887,     68711,      1249,      8026,      7849,       464
        55,     30055, 75.013534,     152.5,     210.5,     46206,     55778,    105301,      1826,     13633,      7838,       204,     29507,     34862,     68169,       865,      7961,      6603,       461
        56,     30056, 26.131260,      30.8,         0,     45307,     54565,    106542,       897,     13414,         0,       211,     28893,     34098,     68965,       614,      7938,         0,       302
        57,     30057, 28.559692,      72.7,         0,     42617,     49281,    106194,       726,     13051,         0,       675,     26996,     30750,     68646,       940,      7706,         0,       621
        58,     30058,252.494945,         0,         0,     34988,     39514,    104380,        98,     12670,         0,       932,     22102,     24619,     67668,       163,      7795,         0,       849
        59,     30059,190.274203,         0,         0,     60228,     75639,    126088,       102,     13518,         0,       524,     39108,     46477,     81627,         0,      7009,         0,       916
        60,     30060,195.748829,         0,         0,     58057,     72059,    128673,        27,     14184,      4896,       234,     37620,     44435,     83292,       274,      7829,      3297,       485
        61,     30061, 88.242831,     200.1,         0,     53011,     66503,    115616,       832,     14339,      7950,       129,     34178,     41280,     74990,       651,      8196,      4682,       241
        62,     30062, 75.224599,     187.6,      38.4,     57514,     74007,    120514,      1570,     14289,     11579,        96,     37367,     45698,     78038,      1135,      8303,      7210,       240
        63,     30063, 35.770124,      18.4,     194.3,     48439,     59191,    104268,      3474,     14342,      8121,       137,     30928,     36918,     67816,      1004,      8256,      3864,       207
        64,     30064, 85.373297,     202.4,     132.9,     58898,     76206,    121673,      1485,     14146,      8915,        86,     38366,     47014,     78758,      1332,      8334,      6751,       160
        65,     30065, 97.758595,     264.1,      67.6,     46673,     56558,    103114,      3592,     14212,     11223,        86,     29801,     35320,     66893,      1277,      8281,      7503,       202
        66,     30066, 51.309541,     162.5,     126.0,     55449,     70457,    119528,      1144,     13974,      8099,        68,     36033,     43707,     77191,      1327,      8282,      6835,       105
        67,     30067, 57.422659,     137.0,     113.7,     48476,     59062,    106876,      2531,     14058,      9925,        95,     31098,     36954,     69204,      1359,      8229,      8040,       215
        68,     30068, 52.467391,     174.2,      36.2,     51640,     64215,    117110,       911,     13715,      7194,       127,     33369,     40080,     75697,       983,      8201,      6336,       198
        69,     30069, 57.773502,      25.8,      51.9,     46851,     56700,    110367,      1088,     13821,      7842,       103,     29957,     35447,     71429,      1021,      8153,      6990,       243
        70,     30070, 34.826126,      86.5,      22.8,     50013,     61510,    116323,       650,     13411,         0,       130,     32209,     38512,     75209,       663,      8104,         0,       219
        71,     30071,143.723585,         0,         0,     46891,     56938,    117908,       366,     12953,         0,       148,     30012,     35620,     76229,       336,      7949,         0,       292
        72,     30072, 34.086920,      77.8,      85.6,     45979,     55455,    110984,       381,     13401,         0,       251,     29350,     34661,     71811,       491,      8033,         0,       351
        73,     30073,115.092528,       4.0,         0,     51808,     64622,    123622,       252,     12066,         0,       505,     33523,     40343,     79832,       102,      7599,         0,       630
        74,     30074,227.309852,         0,         0,     51577,     61580,    127945,         0,     13107,         0,         0,     32923,     38186,     82975,         0,      6976,         0,         0
        75,     30075,149.658472,     175.6,     365.2,     70053,     94706,    134269,      1568,     13845,     12909,       540,     46083,     58043,     86768,       696,      7860,      8044,       759
        76,     30076,114.941966,     122.4,      29.0,     56970,     72991,    121320,      1243,     14127,      8909,       327,     36976,     45082,     78629,       750,      8024,      5604,       686
        77,     30077, 80.280561,     182.4,     826.1,     63407,     83961,    128802,      2114,     14080,     12878,        81,     41534,     51527,     83326,      1575,      8167,      7890,       157
        78,     30078,112.191671,     447.5,     235.7,     63972,     84937,    131885,      2264,     13809,     13305,       103,     41970,     52144,     85283,      1191,      8078,      7945,       259
        79,     30079, 39.400546,     124.9,     366.6,     52808,     66071,    116183,      2401,     13982,      9901,       120,     34176,     41138,     75154,      1845,      8260,      7509,       199
        80,     30080, 46.560144,     238.1,     296.1,     61095,     80003,    130717,      2055,     13586,     15279,       126,     40041,     49302,     84355,      1326,      8049,     10655,       194
        81,     30081,187.307320,      84.5,     248.1,     51929,     64814,    124070,       409,     12904,      7140,       506,     33625,     40467,     80146,       350,      7901,      5191,       633
        82,     30082,152.546581,     376.8,     436.3,     58041,     74814,    127467,      1391,     13518,      8770,       121,     37886,     46279,     82284,      1121,      8110,      6827,       175
        83,     30083,113.808487,         0,     216.8,     71476,     97025,    139170,      1282,     13248,     15172,       368,     47086,     59497,     89886,       295,      7577,      9291,       731
        84,     30084, 53.080907,         0,     220.8,     67078,     90100,    137913,      1969,     13281,     18681,       244,     44134,     55292,     89099,       938,      7785,     11137,       532
        85,     30085, 57.165840,      41.6,     107.3,     60896,     79726,    134718,       990,     12813,     16452,       239,     39933,     49181,     86901,       722,      7715,     11237,       528
        86,     30086,388.510529,         0,      68.8,     72940,     99128,    141052,        69,      8785,         0,        19,     47918,     60630,     91142,         0,      4788,         0,        20
        87,     30087,219.151682,         0,         0,     48885,     58207,    105590,         0,     11910,         0,         0,     31885,     36798,     67948,         0,      6606,         0,         0
        88,     30088,205.655239,         0,         0,     58956,     73919,    119612,       150,     10687,      4779,         3,     38848,     46049,     76780,        28,      6215,      4354,         3
        89,     30089,199.281081,      61.4,     324.7,     64303,     83046,    125814,       486,     10444,     12716,       987,     42729,     51469,     80693,       237,      6325,      8400,       978
        90,     30090,271.340268,      56.3,     699.3,     63273,     83867,    137708,      1241,     12245,     12553,       354,     41464,     51488,     89058,       235,      7293,      8208,       710
        91,     30091,150.566799,     198.8,     117.4,     62769,     80403,    126180,       501,     10509,     13223,       984,     41640,     49905,     80956,       540,      6561,      8641,       976
        92,     30092,123.970634,     178.4,     141.2,     58691,     75889,    135766,       770,     12059,     16369,       259,     38582,     47045,     86730,       310,      7401,     10913,       668
        93,     30093,105.465780,         0,         0,     53892,     65927,    121572,         0,      7621,         0,         0,     35357,     41385,     78169,        27,      4533,         0,         0
        94,     30094,205.869884,      27.0,         0,     64806,     84304,    122650,       137,      7965,      7843,        11,     42687,     51845,     79450,       239,      4819,      6162,        11
        95,     30095,184.642664,     243.2,     157.1,     67199,     87887,    132806,       328,      8201,     16212,        13,     44728,     54375,     85179,       557,      5088,      9858,        13
        96,     30096,163.787822,     270.2,      38.0,     65853,     85645,    131656,       269,      9362,     13297,        11,     43803,     53022,     84454,       491,      5892,      8469,        12
        97,     30097,         0,         0,         0,     65013,     85504,    120888,         0,      1216,         0,        14,     42902,     52465,     78405,         0,      1192,         0,        14
        98,     30098,515.762284,         0,         0,     77073,    103990,    136140,         0,      2376,         0,        28,     50954,     63866,     88087,         0,      2341,         0,        32
        99,     30099, 47.224552,         0,         0,     65560,     86124,    129083,         2,      5092,         0,        13,     43321,     52978,     83557,        39,      3562,         0,        13
       100,     30100,115.285769,      39.3,       2.1,     72385,     96880,    135660,       127,      5170,     11313,        20,     47943,     59563,     87664,       231,      3720,      7942,        21
       101,     30101,226.520192,     406.5,     124.9,     72581,     96747,    139820,       282,      6744,     17910,        20,     48441,     59821,     89599,       601,      4494,     10238,        20
       102,     30102,108.195519,         0,         0,     62118,     80553,    134703,        14,      2927,         0,         9,     40964,     49646,     87200,       192,      2790,         0,         9
       103,     30103,195.757101,     192.1,      13.9,     75044,    101260,    142698,        91,      3366,     10591,        24,     49760,     62294,     92095,       296,      3092,      7183,        26
       104,     30104,151.304957,      69.6,     116.0,     76646,    103133,    143820,       183,      5130,     20846,        25,     51141,     63757,     92085,       399,      3805,     12031,        27
       105,     30105, 98.772761,      47.9,      15.8,     81397,    110330,    148922,        77,      3159,     21687,        33,     54165,     68186,     95476,       272,      3092,     12524,        39
       106,     30106,197.688337,      19.0,      30.4,     79952,    108234,    152261,        46,      3214,     20557,        30,     53304,     66946,     97432,        88,      3175,     12005,        35
       107,     30107, 55.090501,         0,         0,     79151,    107466,    151991,         0,      1958,         0,        30,     52463,     66199,     97951,         3,      2310,         0,        35
       108,     30108, 88.809657,      29.3,         0,     86542,    118122,    156580,        38,      2380,     21692,        48,     57357,     72959,    100470,       129,      2661,     12416,        56
       109,     30109,946.304060,         0,         0,     86894,    118977,    152430,         0,      1167,         0,        59,     57201,     73093,     98488,         0,      1719,         0,        65
       110,     30110, 95.228257,       2.7,         0,     85705,    117110,    155452,        11,      2207,     10760,        47,     56673,     72196,    100170,        92,      2509,      7277,        54
       111,     30111,140.290589,         0,         0,     95395,    130251,    161989,         0,      1226,         0,        92,     62665,     80258,    104427,         8,      1952,         0,        92
       112,     30112,174.440973,       7.7,         0,     91493,    125397,    164524,         4,      1316,      9892,        73,     60406,     77366,    105819,        21,      2082,      6730,        76
       113,     30113,203.628024,      34.9,         0,     88654,    121251,    160173,         1,      1887,     17620,        59,     58812,     74930,    102340,       110,      2429,     10492,        65
       114,     30114,154.264831,      43.1,       1.4,     89951,    123045,    165876,         4,      1405,     24436,        64,     59826,     76221,    105913,        82,      2211,     13701,        69
       115,     30115, 90.072069,         0,      67.6,    109313,    147224,    178193,       121,       677,         0,       143,     71475,     91043,    114544,        13,      1729,         0,       133
       116,     30116,109.047060,         0,      22.1,    103182,    140205,    174708,       116,       791,     11042,       120,     67651,     86637,    112397,        36,      1838,      7291,       115
       117,     30117,104.898914,      22.6,      25.6,     96253,    131555,    171438,        50,       853,     22767,        91,     63543,     81385,    109751,        51,      1906,     12808,        91
       118,     30118, 81.197058,       6.4,         0,     94315,    128961,    172706,        28,       808,     25118,        83,     62563,     79915,    110220,        71,      1880,     14009,        84
       119,     30119, 88.410214,       1.0,      35.8,    106068,    143448,    180914,        96,       497,         0,       131,     69450,     88640,    116321,        31,      1528,         0,       124
       120,     30120,230.581588,      31.4,       1.4,     99415,    135511,    178367,        77,       532,     12721,       106,     65276,     83692,    114624,       105,      1617,      7963,       104
       121,     30121,115.036147,      41.6,       5.3,     92561,    126554,    170098,        39,       554,     25706,        76,     61911,     78846,    108689,       127,      1662,     14188,        78
       122,     30122,151.372238,      19.8,         0,     91295,    124882,    170177,         5,       551,     23489,        70,     61111,     77795,    108770,        66,      1658,     13041,        74
       123,     30123,117.795646,         0,         0,     89559,    122659,    184366,         3,       385,         0,        70,     58944,     75420,    118655,       180,      1332,         0,        74
       124,     30124,123.415254,      76.1,       2.3,     90307,    123703,    164273,        68,       420,     14654,        69,     60496,     77067,    105689,       227,      1429,      8636,        73
       125,     30125, 61.781836,      64.1,      64.3,     97679,    133231,    169719,        81,       426,     26883,        98,     65190,     83160,    109063,       408,      1451,     14515,        96
       126,     30126,198.242357,     175.4,       8.6,     95388,    130347,    170228,        77,       415,     23016,        89,     63762,     81328,    109397,       308,      1423,     12553,        89
       127,     30127,127.818309,      95.2,         0,     94241,    128990,    170239,        30,       390,     16160,        87,     63047,     80477,    109446,       235,      1348,      9133,        87
       128,     30128,100.177029,      62.2,       5.6,    102303,    139208,    175706,        57,       394,     26461,       118,     68189,     87022,    112786,       367,      1362,     14300,       113
       129,     30129,233.679796,      20.7,         0,    107435,    145524,    183610,         0,       371,     24816,       140,     71510,     91075,    117690,        83,      1313,     13410,       131
       130,     30130,102.635968,      65.5,       1.1,     99736,    136004,    176651,        10,       374,     22217,       108,     66550,     84998,    113437,       272,      1332,     12147,       105
       131,     30131,120.748304,      65.2,         0,    103933,    141331,    182383,         1,       360,     24589,       126,     69281,     88395,    116968,       151,      1311,     13254,       119
       132,     30132,262.933622,      34.5,       4.3,    118461,    158052,    197656,        10,       492,     27904,       185,     78282,     98930,    126338,       118,      1507,     14723,       173
       133,     30133,420.264584,     146.1,      10.5,    117106,    156524,    193463,        13,       552,     23556,       179,     77454,     97989,    123760,       167,      1536,     12410,       168
       134,     30134,971.602594,       4.0,         0,    113520,    152518,    202711,         0,       942,         0,       171,     75796,     95805,    128432,         4,      1787,         0,       159
       135,     30135,146.137693,       2.0,         0,    114394,    153586,    197855,         4,       632,         0,       172,     75851,     96252,    126340,        61,      1598,         0,       161
       136,     30136,407.556751,     154.0,      19.7,    122375,    162446,    205432,        20,      1086,     15007,       207,     80692,    101664,    131064,       154,      2261,      7972,       193
       137,     30137,280.637419,       1.0,      30.7,    121841,    161861,    208397,        84,      1482,         0,       209,     80415,    101295,    132201,       146,      2377,         0,       194
       138,     30138,291.975907,     145.1,      53.5,    133243,    174575,    212957,        84,      1631,     30257,       337,     87409,    109191,    135244,       146,      2577,     15710,       246
       139,     30139,526.757807,      46.0,      19.2,    141546,    184058,    224760,       109,      3331,     34623,       484,     92498,    114945,    142474,       104,      3958,     17638,       288
       140,     30140,823.791016,       3.9,         0,    109085,    146772,    215077,         0,      1883,         0,       164,     75006,     93604,    134552,         4,      2753,         0,       151
       141,     30141,421.177376,         0,         0,    126482,    167040,    222754,         0,      3417,         0,       234,     83248,    104455,    140866,         0,      3649,         0,       215
       142,     30142,476.179051,         0,         0,    121546,    161317,    220859,         0,      3935,         0,       210,     80588,    100982,    139509,         0,      3986,         0,       195
       143,     30143,216.839844,      57.5,      89.9,    140167,    182486,    225034,       109,      3336,     36146,       461,     91654,    113993,    142637,       104,      3823,     18453,       281
       144,     30144,         0,         0,         0,     82933,    114886,    172136,         0,       141,         0,        57,     56932,     72306,    109186,         0,       498,         0,        63
       145,     30145,386.115617,      12.5,         0,     34539,     38836,     90251,         0,      4640,         0,      2578,     21638,     24006,     58490,        13,      2949,         0,      1737
       146,     30146,         0,         0,         0,     21104,     22408,     85478,         0,      7142,         0,         0,     13684,     14292,     55806,         0,      5085,         0,         0
       147,     30147,         0,       1.0,         0,     19794,     22178,     78773,         0,       129,         0,         0,     13131,     14382,     51460,         1,       410,         0,         0
       148,     30148,         0,         0,         0,     21737,     24980,     98230,         0,      3580,         0,         0,     14383,     15955,     63770,         0,      3377,         0,         0
       149,     30149,         0,         0,         0,     15034,     16204,     90732,         0,      7990,         0,         0,     10036,     10666,     59331,         0,      5758,         0,         0
       150,     30150,2427.21499,     360.3,     131.2,     24594,     28749,    106387,       131,       182,         0,         0,     16155,     18121,     68839,       360,       433,         0,         0
       151,     30151,         0,      18.7,      34.8,     17582,     18309,     83030,        35,       144,         0,         0,     12131,     12427,     54289,        19,       203,         0,         0
       152,     30152,         0,         0,         0,     68942,     92644,    151629,         0,       215,         0,        19,     46660,     57780,     98073,         0,       942,         0,        20
       153,     30153,1571.18699,         0,         0,    113173,    152260,    216837,         0,      2605,         0,       170,     74937,     95255,    137741,         0,      4285,         0,       158
       154,    570001,         0,         0,         0,     38962,     55403,    181662,         0,       172,         0,        59,     27489,     35469,    112605,         0,        15,         0,        59
       155,    570002,990.592547,      41.0,         0,     84345,    118382,    190630,         0,       357,         0,       311,     62073,     77828,    121074,        41,      1509,         0,       219
       156,    570003,2333.21838,      57.8,         0,     56245,     76991,    157723,         0,        22,         0,        99,     42729,     51939,    100715,        58,       396,         0,        88
       157,    570004,1299.73698,     123.2,         0,     97376,    136582,    216525,         0,       344,         0,       697,     69634,     88208,    134775,       123,      1690,         0,       324
       158,    570005,870.265885,     132.0,         0,    104798,    143868,    214488,         0,       630,         0,       765,     74737,     93373,    135013,       132,      2620,         0,       341
       159,    570006,3281.93156,      35.0,         0,     54779,     79603,    158764,         0,       341,         0,       132,     40369,     51432,    100094,        35,       204,         0,       112
       160,    570007,2690.21186,      79.5,         0,     77494,    112346,    193179,         0,       204,         0,       334,     55943,     72068,    121450,        80,       809,         0,       224
       161,    570008,277.020743,      26.3,       2.8,    129984,    173698,    253462,         3,      2021,         0,      1516,     89256,    110591,    156248,        38,      4083,         0,       553
       162,    570009,945.959635,      58.5,         0,    118491,    161545,    241518,         0,       390,         0,      1304,     81140,    102146,    148990,        59,      2296,         0,       490
       163,    570010,109.891340,      13.8,         0,    133275,    177607,    253914,         2,      1275,         0,      1629,     91019,    112756,    156224,        81,      3474,         0,       588
       164,    570011,388.340758,       8.3,         0,    129917,    173383,    252406,         0,      4077,         0,      1215,     88121,    109706,    156851,        12,      4820,         0,       468
       165,    570012,4580.44630,         0,     328.8,     62812,     93882,    180148,       329,       376,         0,       189,     44892,     59267,    113628,         0,       152,         0,       158
       166,    570013,668.526890,      47.2,         0,    116181,    159426,    241793,         0,       181,         0,      1251,     79641,    100764,    148741,        47,      1563,         0,       474
       167,    570014,396.257237,      20.5,         0,    134362,    179559,    258247,         0,       857,         0,      1737,     90976,    113287,    158420,        25,      3036,         0,       621
       168,    570015,238.343642,      49.8,         0,    136070,    181522,    265056,         0,      1783,         0,      1790,     92037,    114497,    162452,        52,      3719,         0,       636
       169,    570016,341.616489,      20.2,         0,    124077,    167804,    268227,         0,      4270,         0,      1451,     84594,    106028,    165044,        20,      4548,         0,       533
       170,    570017,495.060813,      36.5,      54.3,     90226,    130356,    219902,        54,       316,         0,       677,     62889,     82339,    136964,        37,       539,         0,       320
       171,    570018,498.318878,      48.0,         0,    103411,    145664,    233250,         0,       206,         0,       979,     71290,     91984,    144484,        48,       873,         0,       397
       172,    570019,388.358642,      79.5,         0,    154398,    203862,    277640,         3,      4344,         0,      3815,    102305,    127508,    168763,        87,      4236,         0,      1547
       173,    570020,500.223717,      63.3,         0,    158835,    208721,    280605,         0,     10231,         0,      4053,    104437,    130074,    170837,        64,      5138,         0,      1598
       174,    570021,484.164824,      32.8,         0,    140727,    187492,    267560,         0,       439,         0,      1964,     94632,    117989,    163116,        33,      2636,         0,       687
       175,    570022,245.354829,      34.5,      14.3,    148974,    197413,    275283,        14,      1758,         0,      3519,     99577,    123923,    167373,        51,      3555,         0,      1435
       176,    570023,277.071394,      27.3,         0,    171737,    223961,    290587,         0,     16858,         0,      4202,    111641,    138985,    176470,        32,      6201,         0,      1752
       177,    570024,652.528921,      33.2,         0,     88056,    127754,    228540,         0,       309,         0,       627,     61509,     80690,    141253,        33,       432,         0,       308
       178,    570025,639.727979,      52.5,      11.5,    101233,    143191,    242889,        12,       187,         0,       930,     69932,     90445,    149204,        53,       776,         0,       383
       179,    570026,627.007270,      12.5,         0,    117411,    161335,    256053,         0,       165,         0,      1296,     79996,    101720,    156334,        13,      1450,         0,       487
       180,    570027,316.998040,      29.0,         0,    135238,    181387,    271891,         0,       248,         0,      1790,     91077,    114151,    164698,        29,      2281,         0,       636
       181,    570028,256.114285,      35.8,         0,    144382,    189969,    282247,         0,       807,         0,      3582,     97308,    120192,    169688,        55,      3202,         0,      1453
       182,    570029,240.050986,      43.5,         0,    151485,    198907,    286857,         0,      2080,         0,      3911,    101412,    125372,    172064,        59,      3920,         0,      1539
       183,    570030,630.443990,      38.8,       4.8,    120538,    157799,    240125,         5,       335,         0,      2093,     83515,    101714,    150328,        39,      2657,         0,       693
       184,    570031,439.909944,      66.5,         0,    159430,    208561,    293098,         0,      6210,         0,      4393,    105627,    130902,    175420,        76,      5072,         0,      1711
       185,    570032,320.440443,      47.8,         0,    170151,    221076,    299025,         0,     14236,         0,      4646,    111173,    137834,    179213,        48,      6189,         0,      1888
       186,    570033,233.427106,      28.5,         0,    175635,    228633,    300337,        78,     23135,         0,      4495,    113901,    141729,    180551,        89,      7298,         0,      1856
       187,    570034,579.047028,      17.5,       6.3,     69824,    103951,    231965,         6,       236,         0,       248,     49567,     65574,    142699,        18,       446,         0,       200
       188,    570035,1633.61921,       9.7,         0,     84562,    123454,    252293,         0,       264,         0,       560,     59290,     77957,    153526,        10,      1471,         0,       289
