TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        13,     30013,278.359848,         0,         0,     78477,    114371,    143000,       779,      9143,         0,      4080,     47354,     63734,     81776,       174,      4575,         0,      2505
        14,     30014,227.153493,         0,         0,     75336,    109721,    138721,      1348,     10061,         0,      3961,     45414,     61094,     79342,       259,      5103,         0,      2361
        15,     30015,3152.46340,       1.0,     257.1,     59242,     86658,    112694,       345,      4352,         0,      1222,     35604,     48070,     64261,        44,      2266,         0,       573
        16,     30016,746.812178,       2.2,      66.9,     68300,     99294,    136191,      1070,      9196,         0,      4093,     41327,     55441,     77979,       396,      4979,         0,      2055
        17,     30017,407.588378,       5.2,         0,     71492,    104431,    141001,       600,      7254,         0,      1715,     43198,     58216,     80688,        93,      3507,         0,       638
        18,     30018,309.030427,         0,     679.5,     74092,    107876,    143916,      1448,      9056,         0,      1765,     44796,     60207,     82416,       206,      4568,         0,       656
        19,     30019,196.205397,     163.0,      35.7,     65363,     94579,    137040,      1189,     10008,      4062,      3395,     39668,     52964,     78507,      1042,      5849,      2354,      1648
        20,     30020,173.846732,     143.8,      87.7,     60040,     86737,    134926,      1131,      9729,      5837,      3219,     36555,     48702,     77365,      1312,      6086,      3396,      1814
        21,     30021,128.632214,         0,     405.6,     70671,    102670,    143784,      1906,     10463,         0,      4032,     42740,     57313,     82426,       457,      5530,         0,      2071
        22,     30022,104.210697,       4.2,      28.1,     69569,    101005,    144186,      2131,     11055,         0,      3599,     42094,     56410,     82716,       686,      5975,         0,      1960
        23,     30023,135.607746,       8.5,      88.1,     68355,     99035,    144200,      2381,     11584,      3223,      3212,     41392,     55367,     82739,      1134,      6444,      1587,      1607
        24,     30024,101.657431,      97.0,       3.8,     66935,     96812,    143595,      2359,     11632,      5837,      2963,     40593,     54199,     82331,      1663,      6682,      3038,      1498
        25,     30025,113.044793,     289.5,     143.4,     64141,     92621,    141553,      2378,     11535,      8491,      3099,     39040,     52002,     81229,      2089,      6831,      4831,      1420
        26,     30026, 56.631464,     183.0,     175.0,     63228,     91222,    142126,      2283,     11329,      9862,      2897,     38548,     51285,     81603,      2268,      6893,      5816,      1467
        27,     30027,153.111351,         0,         0,     69795,    101317,    135476,      2075,     11055,         0,      3514,     42131,     56475,     77596,       445,      5777,         0,      1818
        28,     30028,203.300975,       9.2,     152.7,     67894,     98293,    134645,      3378,     12305,      2872,      3282,     41068,     54901,     77257,      1090,      6771,      1534,      1619
        29,     30029, 83.574133,     146.9,       2.4,     65213,     94247,    133766,      3898,     12610,      7470,      2832,     39592,     52813,     76778,      2048,      7249,      3636,      1372
        30,     30030,108.781129,     309.3,      83.4,     62423,     90092,    137578,      3824,     12469,      9310,      2800,     38060,     50663,     78685,      2569,      7371,      5081,      1438
        31,     30031, 64.047264,     193.0,     180.3,     63364,     91382,    132447,      3435,     12165,      8660,      2762,     38658,     51413,     75888,      2729,      7377,      5680,      1388
        32,     30032, 46.605744,     109.3,       2.4,     61329,     88514,    139539,      2006,     11017,      7018,      2797,     37392,     49768,     80158,      2177,      6839,      4114,      1416
        33,     30033, 64.212087,     137.5,       9.8,     60309,     86955,    127767,      2916,     11816,      6969,      2794,     36816,     48951,     73260,      2621,      7307,      4083,      1426
        34,     30034, 67.305935,     173.3,      16.3,     58846,     85070,    137712,      1741,     10739,      4895,      3153,     35887,     47821,     79158,      2028,      6784,      2858,      1743
        35,     30035, 80.425663,     257.1,         0,     57696,     83331,    125924,      2119,     11226,      4079,      2685,     35273,     46959,     72269,      2235,      7122,      2347,      1369
        36,     30036, 66.078085,      87.7,         0,     53690,     77513,    126561,      1358,     10334,         0,      3225,     32822,     43680,     72544,      1689,      6708,         0,      1731
        37,     30037,213.267221,       2.2,      18.1,     79042,    114914,    147173,      2013,     11498,         0,      3701,     47787,     64151,     84289,       462,      6033,         0,      1877
        38,     30038,207.268944,       1.2,    1190.8,     74970,    108700,    144717,      4329,     12895,      2243,      3109,     45362,     60738,     83046,      1220,      7148,      1174,      1524
        39,     30039, 82.626687,      57.9,     163.8,     65546,     94774,    132996,      5632,     13260,      5780,      2895,     39752,     53055,     76323,      2238,      7662,      2760,      1352
        40,     30040,118.118363,     338.7,     255.3,     64073,     92568,    131951,      5570,     13151,      7876,      2850,     38953,     51923,     75778,      2713,      7775,      4637,      1347
        41,     30041, 42.716753,     107.7,     471.7,     61480,     88647,    129422,      4581,     12729,      7889,      2882,     37489,     49857,     74189,      2877,      7723,      5672,      1380
        42,     30042, 43.532671,      60.1,      81.6,     62658,     90472,    133687,      3782,     12378,      6159,      2819,     38269,     50943,     76695,      2739,      7645,      4183,      1437
        43,     30043, 79.992258,     177.9,      79.7,     59435,     85852,    129965,      2567,     11685,      3664,      2779,     36327,     48370,     74631,      2324,      7390,      2435,      1415
        44,     30044, 35.151657,     123.1,         0,     58400,     84284,    129432,      1870,     11137,         0,      2729,     35702,     47490,     74381,      1875,      7185,         0,      1390
        45,     30045, 43.925164,      71.8,      25.8,     57333,     82733,    129486,      1519,     10814,         0,      2737,     35049,     46614,     74474,      1527,      7063,         0,      1470
        46,     30046,151.481435,         0,         0,     54086,     78032,    128064,      1058,     10190,         0,      2805,     33060,     43966,     73793,      1000,      6788,         0,      1475
        47,     30047,         0,         0,         0,     60892,     89183,    146019,       148,      6162,         0,      1465,     36459,     49320,     84078,        62,      3513,         0,       547
        48,     30048,456.875777,       5.1,         0,     69172,    101028,    139942,       116,      5506,         0,      1661,     41565,     56068,     80097,        37,      2815,         0,       618
        49,     30049,239.937161,         0,     184.8,     78929,    114703,    151131,      1903,     11756,         0,      3160,     47760,     64079,     86640,       517,      6269,         0,      1632
        50,     30050,248.042036,       6.7,     348.4,     74120,    107409,    147737,      4322,     13216,      2335,      2920,     44921,     60091,     84833,      1319,      7375,      1154,      1311
        51,     30051, 46.653357,      10.1,      71.7,     67524,     99203,    137220,      5696,     13626,      4860,      2753,     41052,     55643,     78870,      2105,      7832,      2338,      1253
        52,     30052, 45.509891,      46.0,    1800.4,     70994,    102704,    145217,      6282,     13592,      5502,      2917,     43172,     57624,     83426,      2400,      7907,      3511,      1277
        53,     30053, 77.585652,     210.9,    1237.2,     64894,     94111,    132255,      6287,     13505,      7342,      2865,     39525,     52864,     76015,      2827,      8033,      4665,      1280
        54,     30054, 72.913789,     163.2,     633.3,     63308,     91344,    133980,      5335,     13150,      7239,      2930,     38620,     51379,     76858,      2873,      7987,      5437,      1407
        55,     30055, 75.013534,     152.5,     210.5,     64088,     93806,    133586,      4303,     12780,      5579,      2592,     39240,     52884,     76723,      2668,      7898,      3968,      1374
        56,     30056, 26.131260,      30.8,         0,     63336,     92773,    134442,      3387,     12437,         0,      2506,     38795,     52315,     77275,      2329,      7802,         0,      1248
        57,     30057, 28.559692,      72.7,         0,     61387,     88630,    133854,      2938,     12025,         0,      2788,     37514,     49929,     76886,      2327,      7585,         0,      1432
        58,     30058,252.494945,         0,         0,     55582,     80230,    132023,      1938,     11502,         0,      2778,     33973,     45195,     76072,      1535,      7433,         0,      1534
        59,     30059,190.274203,         0,         0,     73450,    106600,    149974,      1693,     11853,         0,      3128,     44384,     59483,     86219,       621,      6502,         0,      1777
        60,     30060,195.748829,         0,         0,     72180,    104580,    152239,      2938,     12923,      2854,      2894,     43684,     58436,     87586,      1293,      7296,      1577,      1426
        61,     30061, 88.242831,     200.1,         0,     68756,    101111,    141634,      4557,     13531,      5096,      2719,     41841,     56739,     81486,      2118,      7802,      2530,      1216
        62,     30062, 75.224599,     187.6,      38.4,     72248,    106295,    145779,      5269,     13661,      7547,      2832,     44017,     59703,     83854,      2623,      8012,      4003,      1265
        63,     30063, 35.770124,      18.4,     194.3,     65433,     96113,    132891,      6045,     13699,      6188,      2815,     39756,     53877,     76384,      2501,      7992,      2803,      1224
        64,     30064, 85.373297,     202.4,     132.9,     73252,    107717,    146735,      5196,     13545,      6842,      2861,     44731,     60613,     84421,      2940,      8119,      4419,      1229
        65,     30065, 97.758595,     264.1,      67.6,     64214,     94188,    131905,      5934,     13632,      8680,      2764,     39216,     52986,     75709,      2893,      8129,      5019,      1210
        66,     30066, 51.309541,     162.5,     126.0,     70767,    103961,    144830,      4634,     13291,      6532,      2819,     43367,     58627,     83183,      2845,      8114,      4560,      1167
        67,     30067, 57.422659,     137.0,     113.7,     65522,     96082,    134741,      5335,     13421,      7987,      2834,     40112,     54147,     77336,      2897,      8132,      5776,      1241
        68,     30068, 52.467391,     174.2,      36.2,     67756,     99596,    142785,      3752,     12886,      5390,      2732,     41577,     56214,     82083,      2489,      8004,      3777,      1185
        69,     30069, 57.773502,      25.8,      51.9,     64512,     94469,    137358,      4172,     12993,      5951,      2697,     39492,     53247,     78999,      2591,      8034,      4235,      1209
        70,     30070, 34.826126,      86.5,      22.8,     66547,     97758,    141987,      2978,     12438,         0,      2708,     40832,     55176,     81680,      2069,      7841,         0,      1194
        71,     30071,143.723585,         0,         0,     64159,     94268,    143172,      2171,     11809,         0,      2648,     39344,     53182,     82447,      1570,      7582,         0,      1217
        72,     30072, 34.086920,      77.8,      85.6,     63850,     93486,    137814,      3094,     12423,         0,      2548,     39105,     52714,     79293,      2134,      7828,         0,      1286
        73,     30073,115.092528,       4.0,         0,     67601,     99579,    147883,      1450,     10909,         0,      3021,     41525,     56237,     85110,      1032,      7160,         0,      1590
        74,     30074,227.309852,         0,         0,     66784,     96918,    150946,      1521,     11548,         0,      1566,     40231,     53944,     87074,       706,      6618,         0,       584
        75,     30075,149.658472,     175.6,     365.2,     80713,    119265,    157733,      3565,     12735,      8237,      3324,     49167,     66961,     90621,      1841,      7569,      4716,      1711
        76,     30076,114.941966,     122.4,      29.0,     71199,    104974,    146262,      3733,     13119,      5658,      2926,     43368,     58912,     84153,      1919,      7637,      3019,      1604
        77,     30077, 80.280561,     182.4,     826.1,     76364,    112536,    152730,      4549,     13266,      8448,      2901,     46574,     63254,     87846,      2540,      7895,      4866,      1237
        78,     30078,112.191671,     447.5,     235.7,     76766,    113156,    155339,      4427,     12969,      8716,      2915,     46881,     63663,     89372,      2548,      7878,      4903,      1297
        79,     30079, 39.400546,     124.9,     366.6,     68514,    100733,    141809,      4673,     13252,      7636,      2874,     41938,     56743,     81491,      2865,      8044,      5108,      1240
        80,     30080, 46.560144,     238.1,     296.1,     74650,    109952,    154194,      4123,     12765,     10432,      2904,     45802,     62053,     88567,      2523,      7877,      7037,      1237
        81,     30081,187.307320,      84.5,     248.1,     67572,     99591,    148358,      2210,     11744,      4013,      2987,     41523,     56250,     85379,      1543,      7546,      2443,      1561
        82,     30082,152.546581,     376.8,     436.3,     72342,    106526,    151280,      3655,     12662,      6779,      2829,     44385,     60105,     86937,      2411,      7892,      4459,      1199
        83,     30083,113.808487,         0,     216.8,     81961,    121050,    161862,      3245,     12190,      9726,      3199,     49957,     67995,     93018,      1613,      7430,      5708,      1705
        84,     30084, 53.080907,         0,     220.8,     78865,    116438,    160675,      3808,     12367,     11868,      3079,     48246,     65579,     92436,      2116,      7675,      7289,      1535
        85,     30085, 57.165840,      41.6,     107.3,     74278,    109554,    157485,      2990,     11949,     10744,      2958,     45620,     61869,     90529,      1881,      7599,      7289,      1481
        86,     30086,388.510529,         0,      68.8,     82094,    121558,    162956,       596,      8794,         0,      1972,     49774,     67992,     93640,       321,      5432,         0,       731
        87,     30087,219.151682,         0,         0,     63965,     93649,    133421,      1353,     10870,         0,      1524,     39494,     52976,     76189,       665,      6507,         0,       568
        88,     30088,205.655239,         0,         0,     72019,    105026,    144129,      1455,     10306,      3417,      1704,     44402,     59408,     82312,       822,      6511,      2248,       634
        89,     30089,199.281081,      61.4,     324.7,     76058,    111002,    149601,      1885,     10331,      7286,      3418,     47078,     62987,     85419,      1197,      6734,      4743,      1709
        90,     30090,271.340268,      56.3,     699.3,     75792,    112007,    159964,      3011,     11595,      7617,      3053,     46287,     62990,     92150,      1591,      7346,      4632,      1644
        91,     30091,150.566799,     198.8,     117.4,     74899,    109279,    149866,      1894,     10426,      7680,      3386,     46354,     62006,     85678,      1302,      6907,      4989,      1697
        92,     30092,123.970634,     178.4,     141.2,     72554,    106978,    158116,      2622,     11473,     10095,      2905,     44726,     60498,     90125,      1597,      7388,      6716,      1570
        93,     30093,105.465780,         0,         0,     67814,     99183,    144940,       636,      8375,         0,      1615,     41885,     56140,     82976,       518,      5543,         0,       601
        94,     30094,205.869884,      27.0,         0,     75785,    111128,    146528,       855,      8670,      4789,      1833,     46562,     62702,     84266,       774,      5823,      3110,       681
        95,     30095,184.642664,     243.2,     157.1,     77904,    113931,    155256,      1113,      8887,      8871,      1869,     48261,     64669,     88694,      1115,      6076,      5693,       694
        96,     30096,163.787822,     270.2,      38.0,     77072,    112597,    154437,      1415,      9628,      7616,      1840,     47728,     63904,     88302,      1225,      6538,      4701,       683
        97,     30097,         0,         0,         0,     74676,    110500,    143986,        55,      4469,         0,      1883,     45732,     62066,     82615,        57,      3227,         0,       699
        98,     30098,515.762284,         0,         0,     84041,    123872,    157487,       146,      5422,         0,      2100,     51504,     69717,     90507,       238,      4189,         0,       777
        99,     30099, 47.224552,         0,         0,     75631,    111565,    151362,       408,      7056,         0,      1866,     46514,     62927,     87077,       510,      5041,         0,       693
       100,     30100,115.285769,      39.3,       2.1,     81205,    119435,    157187,       526,      7164,      6326,      1989,     49929,     67419,     90407,       736,      5231,      4123,       737
       101,     30101,226.520192,     406.5,     124.9,     81738,    119792,    161513,       837,      8076,      9490,      1979,     50653,     68008,     92280,      1090,      5815,      5790,       734
       102,     30102,108.195519,         0,         0,     72995,    107756,    155261,       245,      5894,         0,      1803,     44886,     60758,     89569,       462,      4608,         0,       670
       103,     30103,195.757101,     192.1,      13.9,     82898,    122241,    163136,       336,      6228,      5833,      2049,     50996,     69010,     93871,       604,      4853,      3662,       759
       104,     30104,151.304957,      69.6,     116.0,     84669,    124228,    165085,       593,      7192,     10825,      2060,     52482,     70542,     94218,       875,      5351,      6944,       763
       105,     30105, 98.772761,      47.9,      15.8,     87946,    129277,    169684,       328,      6120,     11031,      2159,     54464,     73348,     97008,       596,      4925,      7069,       800
       106,     30106,197.688337,      19.0,      30.4,     86843,    127693,    172742,       313,      6175,     10451,      2129,     53846,     72506,     98664,       532,      5013,      6723,       788
       107,     30107, 55.090501,         0,         0,     85768,    126635,    172120,       151,      5152,         0,      2132,     52856,     71582,     98895,       311,      4322,         0,       788
       108,     30108, 88.809657,      29.3,         0,     91651,    135058,    177025,       211,      5532,     10828,      2264,     56577,     76484,    101337,       430,      4686,      6873,       838
       109,     30109,946.304060,         0,         0,     91090,    134907,    173645,        79,      4449,         0,      2308,     55537,     75642,     99797,       135,      3797,         0,       854
       110,     30110, 95.228257,       2.7,         0,     90746,    134007,    175974,       189,      5373,      5832,      2256,     55844,     75701,    101040,       398,      4521,      3679,       834
       111,     30111,140.290589,         0,         0,     97547,    144253,    183115,       126,      4617,         0,      2458,     59549,     81010,    105181,       207,      4121,         0,       908
       112,     30112,174.440973,       7.7,         0,     95078,    140517,    184846,       146,      4753,      5439,      2369,     58421,     79308,    106048,       260,      4287,      3395,       876
       113,     30113,203.628024,      34.9,         0,     93061,    137288,    180681,       162,      5200,      8849,      2312,     57465,     77714,    103023,       345,      4573,      5585,       855
       114,     30114,154.264831,      43.1,       1.4,     94188,    138847,    186144,       126,      4919,     12080,      2331,     58311,     78764,    106143,       282,      4493,      7584,       861
       115,     30115, 90.072069,         0,      67.6,    108024,    159414,    199790,       171,      4170,         0,      2701,     65986,     89654,    114502,       208,      4029,         0,       995
       116,     30116,109.047060,         0,      22.1,    103544,    153059,    195872,       175,      4331,      5959,      2589,     63354,     86152,    112367,       249,      4165,      3675,       956
       117,     30117,104.898914,      22.6,      25.6,     98631,    145699,    191883,       149,      4457,     11013,      2454,     60738,     82369,    109637,       288,      4296,      6908,       907
       118,     30118, 81.197058,       6.4,         0,     97279,    143563,    193081,       118,      4467,     12259,      2414,     60145,     81357,    110024,       287,      4346,      7671,       892
       119,     30119, 88.410214,       1.0,      35.8,    105637,    155916,    202203,       147,      3972,         0,      2645,     64488,     87630,    116016,       227,      3965,         0,       975
       120,     30120,230.581588,      31.4,       1.4,    100669,    148892,    199148,       163,      4121,      6555,      2523,     61658,     83838,    114194,       340,      4151,      4017,       932
       121,     30121,115.036147,      41.6,       5.3,     95914,    141481,    190078,       142,      4230,     12385,      2382,     59705,     80581,    108455,       394,      4275,      7637,       880
       122,     30122,151.372238,      19.8,         0,     94948,    140087,    190070,       110,      4282,     11222,      2359,     59108,     79785,    108523,       369,      4337,      6932,       872
       123,     30123,117.795646,         0,         0,     93162,    137893,    204716,        80,      4051,         0,      2356,     56813,     77347,    117888,       373,      4244,         0,       871
       124,     30124,123.415254,      76.1,       2.3,     93950,    138913,    183883,       125,      4075,      7180,      2351,     58458,     79049,    105636,       456,      4235,      4322,       869
       125,     30125, 61.781836,      64.1,      64.3,     99499,    146974,    189761,       126,      4168,     12778,      2482,     61929,     83697,    108900,       541,      4352,      7634,       917
       126,     30126,198.242357,     175.4,       8.6,     97773,    144478,    190111,       104,      4233,     10805,      2444,     60869,     82277,    109164,       517,      4444,      6500,       903
       127,     30127,127.818309,      95.2,         0,     96728,    143195,    190003,        84,      4171,      7704,      2433,     60193,     81487,    109078,       464,      4405,      4589,       899
       128,     30128,100.177029,      62.2,       5.6,    102767,    152089,    196108,        88,      4257,     12390,      2578,     63952,     86588,    112400,       527,      4513,      7380,       952
       129,     30129,233.679796,      20.7,         0,    106310,    157677,    204561,        42,      4593,     11399,      2686,     66131,     89724,    117136,       346,      4879,      6758,       990
       130,     30130,102.635968,      65.5,       1.1,    100795,    149236,    196909,        63,      4386,     10301,      2533,     62736,     84956,    112993,       457,      4673,      6187,       935
       131,     30131,120.748304,      65.2,         0,    103889,    153916,    203072,        44,      4586,     11306,      2616,     64637,     87608,    116429,       376,      4895,      6698,       965
       132,     30132,262.933622,      34.5,       4.3,    113919,    169397,    220165,        50,      5659,     12696,      2896,     70805,     96309,    125806,       309,      5896,      7201,      1066
       133,     30133,420.264584,     146.1,      10.5,    112907,    167934,    215604,        60,      5716,     10677,      2874,     70179,     95469,    123132,       334,      5867,      6048,      1058
       134,     30134,971.602594,       4.0,         0,    109964,    164150,    225985,        79,      6842,         0,      2839,     68638,     93410,    127810,       134,      6440,         0,      1046
       135,     30135,146.137693,       2.0,         0,    110714,    165141,    220418,        70,      5977,         0,      2846,     68859,     93872,    125690,       256,      5985,         0,      1048
       136,     30136,407.556751,     154.0,      19.7,    116585,    173677,    228941,        98,      7104,      7208,      2978,     72417,     98674,    130680,       354,      7148,      3991,      1096
       137,     30137,280.637419,       1.0,      30.7,    116044,    173149,    232461,       184,      7769,         0,      2981,     72072,     98296,    131762,       299,      7349,         0,      1094
       138,     30138,291.975907,     145.1,      53.5,    124743,    186034,    237879,       209,      8020,     13748,      3184,     77357,    105547,    134945,       373,      7654,      7581,      1168
       139,     30139,526.757807,      46.0,      19.2,    131359,    196019,    252197,       304,     10034,     15800,      3343,     81262,    111016,    142842,       397,      9258,      8579,      1213
       140,     30140,823.791016,       3.9,         0,    106619,    158849,    239991,        91,      8547,         0,      2802,     67873,     91464,    134306,       173,      7587,         0,      1026
       141,     30141,421.177376,         0,         0,    119475,    178340,    249558,       264,     10142,         0,      3068,     74114,    101142,    141042,       331,      9021,         0,      1126
       142,     30142,476.179051,         0,         0,    115705,    172694,    247004,       260,     10802,         0,      2985,     71814,     97864,    139529,       369,      9369,         0,      1096
       143,     30143,216.839844,      57.5,      89.9,    130237,    194359,    252549,       315,     10021,     16540,      3316,     80599,    110100,    142989,       397,      9150,      9021,      1204
       144,     30144,         0,         0,         0,     87582,    131305,    191955,         6,      4034,         0,      2299,     55002,     74834,    108551,        20,      3836,         0,       850
       145,     30145,386.115617,      12.5,         0,     54714,     79122,    121164,       213,      5996,         0,      3900,     33245,     44342,     69275,       197,      3738,         0,      2172
       146,     30146,         0,         0,         0,     43695,     63374,    117349,       383,      7561,         0,         0,     26582,     35524,     67604,       471,      5200,         0,         0
       147,     30147,         0,       1.0,         0,     42370,     63154,    112411,        14,      2560,         0,         0,     25983,     35575,     64607,        32,      2045,         0,         0
       148,     30148,         0,         0,         0,     44275,     66057,    127072,       133,      5627,         0,         0,     27158,     37224,     73350,       145,      4165,         0,         0
       149,     30149,         0,         0,         0,     36694,     55036,    121227,       412,      8046,         0,         0,     22484,     30961,     70253,       410,      5627,         0,         0
       150,     30150,2427.21499,     360.3,     131.2,     46851,     69646,    131987,       139,      2959,         0,         0,     28747,     39267,     76156,       369,      2420,         0,         0
       151,     30151,         0,      18.7,      34.8,     39853,     58441,    113538,        46,      3362,         0,         0,     24589,     33022,     65611,        31,      2727,         0,         0
       152,     30152,         0,         0,         0,     77353,    115079,    170235,        12,      4130,         0,      1970,     48167,     65366,     98430,        55,      4226,         0,       731
       153,     30153,1571.18699,         0,         0,    109733,    163911,    241944,       124,      9454,         0,      2834,     68060,     92949,    138026,       250,      9390,         0,      1044
       154,    570001,         0,         0,         0,     57035,     90937,    216750,         6,      3260,         0,      2307,     35733,     50940,    118673,         1,      2682,         0,       852
       155,    570002,990.592547,      41.0,         0,     88289,    134212,    214504,        16,      6300,         0,      3134,     58052,     78681,    121019,       143,      5587,         0,      1145
       156,    570003,2333.21838,      57.8,         0,     67979,    104208,    180885,         2,      3585,         0,      2491,     44606,     60811,    101829,        75,      3181,         0,       919
       157,    570004,1299.73698,     123.2,         0,     97512,    149952,    243821,        15,      7991,         0,      3551,     63253,     86772,    135323,       244,      6755,         0,      1280
       158,    570005,870.265885,     132.0,         0,    102910,    156235,    241013,        66,      9809,         0,      3604,     67122,     91096,    135204,       412,      8157,         0,      1303
       159,    570006,3281.93156,      35.0,         0,     67730,    106431,    188736,        24,      2848,         0,      2639,     43306,     60593,    103902,        43,      2333,         0,       970
       160,    570007,2690.21186,      79.5,         0,     83625,    130075,    220658,        11,      5437,         0,      3153,     53637,     74469,    122462,       129,      4667,         0,      1144
       161,    570008,277.020743,      26.3,       2.8,    120829,    185513,    286382,       151,     16774,         0,      4341,     77595,    106642,    158396,       462,     12027,         0,      1557
       162,    570009,945.959635,      58.5,         0,    112352,    174176,    271588,        25,     11946,         0,      4148,     71349,     99191,    150520,       239,      9315,         0,      1488
       163,    570010,109.891340,      13.8,         0,    123281,    189653,    286699,        95,     15089,         0,      4446,     78908,    108737,    158508,       396,     11131,         0,      1595
       164,    570011,388.340758,       8.3,         0,    120629,    185289,    285270,       233,     20796,         0,      4042,     76452,    105686,    158912,       423,     13872,         0,      1436
       165,    570012,4580.44630,         0,     328.8,     73889,    116781,    211958,       331,      3192,         0,      2897,     46453,     65782,    117241,         7,      2500,         0,      1060
       166,    570013,668.526890,      47.2,         0,    110696,    172121,    272261,        11,      9969,         0,      4096,     70241,     97949,    150540,       167,      8045,         0,      1468
       167,    570014,396.257237,      20.5,         0,    124149,    192189,    291074,        53,     15398,         0,      4531,     78753,    109383,    160905,       289,     11240,         0,      1614
       168,    570015,238.343642,      49.8,         0,    125480,    194206,    299445,        97,     18597,         0,      4571,     79590,    110529,    165447,       338,     12798,         0,      1624
       169,    570016,341.616489,      20.2,         0,    116393,    180341,    304477,       206,     22947,         0,      4281,     73845,    102640,    168555,       363,     14673,         0,      1535
       170,    570017,495.060813,      36.5,      54.3,     92774,    145588,    250018,        69,      5686,         0,      3532,     58504,     82419,    138869,        94,      4716,         0,      1281
       171,    570018,498.318878,      48.0,         0,    101750,    159219,    263626,        25,      7422,         0,      3836,     64208,     90268,    146397,       132,      6166,         0,      1384
       172,    570019,388.358642,      79.5,         0,    140441,    217970,    314266,       189,     24508,         0,      6274,     87668,    122852,    173027,       412,     15457,         0,      2836
       173,    570020,500.223717,      63.3,         0,    144297,    223426,    319207,       448,     31000,         0,      6436,     89269,    125235,    175709,       456,     17795,         0,      2888
       174,    570021,484.164824,      32.8,         0,    129092,    200396,    301547,        37,     15927,         0,      4712,     81565,    113822,    166450,       251,     11643,         0,      1674
       175,    570022,245.354829,      34.5,      14.3,    135829,    210890,    311094,        99,     20439,         0,      6094,     85542,    119511,    171355,       350,     13785,         0,      2777
       176,    570023,277.071394,      27.3,         0,    156353,    241443,    330418,       911,     38016,         0,      6481,     95412,    134127,    182086,       558,     20230,         0,      2969
       177,    570024,652.528921,      33.2,         0,     91306,    143355,    259520,        37,      6207,         0,      3485,     57572,     81135,    143669,        87,      5135,         0,      1263
       178,    570025,639.727979,      52.5,      11.5,    100270,    156958,    274044,        26,      8146,         0,      3786,     63269,     88972,    151675,       123,      6754,         0,      1365
       179,    570026,627.007270,      12.5,         0,    111494,    173976,    287925,        13,     10883,         0,      4141,     70387,     98734,    159150,       124,      8794,         0,      1484
       180,    570027,316.998040,      29.0,         0,    124734,    194050,    305598,        23,     14814,         0,      4571,     78723,    110141,    168440,       218,     11292,         0,      1624
       181,    570028,256.114285,      35.8,         0,    132128,    202921,    316729,        54,     18858,         0,      6147,     83842,    115976,    173887,       331,     13527,         0,      2776
       182,    570029,240.050986,      43.5,         0,    138002,    212481,    322141,       106,     22260,         0,      6358,     87149,    120949,    176538,       416,     15082,         0,      2832
       183,    570030,630.443990,      38.8,       4.8,    113554,    170280,    270799,        31,     15530,         0,      4796,     73203,     98861,    152655,       235,     12117,         0,      1629
