TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        30,     30030,108.781129,     309.3,      83.4,    106899,    135678,    198715,      3982,     14401,     19532,      2236,     69315,     84646,    123520,      2626,      8457,     10792,      1838
        31,     30031, 64.047264,     193.0,     180.3,    108611,    137562,    191030,      3159,     14278,     19339,      2126,     70413,     85848,    119642,      2883,      8439,     11483,      1733
        32,     30032, 46.605744,     109.3,       2.4,    105341,    133684,    202292,      1223,     13755,     15779,      2211,     68279,     83350,    125569,      2223,      8076,      9538,      1814
        33,     30033, 64.212087,     137.5,       9.8,    102984,    130972,    184436,      2464,     14139,     15946,      2240,     66814,     81687,    116217,      2746,      8402,      9589,      1829
        34,     30034, 67.305935,     173.3,      16.3,    101319,    128963,    199102,      1047,     13599,     12307,      2818,     65665,     80344,    124038,      2002,      8059,      7779,      2246
        35,     30035, 80.425663,     257.1,         0,     98054,    125471,    181874,      1478,     13862,     10952,      2100,     63632,     78228,    114892,      2155,      8322,      7036,      1733
        36,     30036, 66.078085,      87.7,         0,     90281,    116584,    183018,       639,     13354,         0,      3078,     58637,     72596,    115499,      1499,      8080,         0,      2234
        37,     30037,213.267221,       2.2,      18.1,    136505,    171226,    217003,      1308,     14171,         0,      3583,     88144,    107153,    132029,        11,      7929,         0,      2357
        38,     30038,207.268944,       1.2,    1190.8,    129600,    162832,    211549,      3986,     14736,      6359,      2615,     83776,    101779,    129735,       682,      8569,      3607,      1816
        39,     30039, 82.626687,      57.9,     163.8,    113405,    143191,    192079,      6090,     14793,     11067,      2205,     73410,     89361,    120276,      2025,      8729,      6127,      1490
        40,     30040,118.118363,     338.7,     255.3,    110488,    139774,    190407,      6103,     14729,     17086,      2135,     71575,     87213,    119463,      2709,      8727,     10086,      1485
        41,     30041, 42.716753,     107.7,     471.7,    105352,    133666,    186769,      4586,     14552,     18449,      2223,     68337,     83391,    117455,      3040,      8671,     11337,      1560
        42,     30042, 43.532671,      60.1,      81.6,    107437,    136313,    192865,      3640,     14416,     14670,      2280,     69673,     85069,    120657,      2863,      8636,      9724,      1840
        43,     30043, 79.992258,     177.9,      79.7,    101454,    129389,    187469,      1984,     14107,      9652,      2220,     65847,     80709,    117915,      2179,      8521,      7193,      1808
        44,     30044, 35.151657,     123.1,         0,     99586,    127065,    186882,      1070,     13838,         0,      2155,     64632,     79243,    117643,      1551,      8450,         0,      1767
        45,     30045, 43.925164,      71.8,      25.8,     97558,    124713,    186996,       679,     13682,         0,      2191,     63314,     77750,    117757,      1131,      8436,         0,      1886
        46,     30046,151.481435,         0,         0,     91282,    117536,    185129,       183,     13298,         0,      2479,     59283,     73213,    116878,       515,      8365,         0,      1869
        47,     30047,         0,         0,         0,    109712,    138641,    215073,         0,      9711,         0,       685,     70700,     86115,    131607,         0,      5362,         0,       300
        48,     30048,456.875777,       5.1,         0,    123173,    154894,    206233,         0,      9018,         0,      1037,     79431,     96535,    126967,         9,      4585,         0,       400
        49,     30049,239.937161,         0,     184.8,    136225,    170879,    224434,       924,     14445,         0,      2662,     87980,    106942,    135467,        35,      8112,         0,      1947
        50,     30050,248.042036,       6.7,     348.4,    128155,    161060,    216800,      4122,     14927,      6470,      2214,     82870,    100668,    132224,       797,      8727,      3460,      1330
        51,     30051, 46.653357,      10.1,      71.7,    116611,    149404,    198136,      5935,     14966,      8295,      1900,     75506,     93360,    123393,      1867,      8886,      4646,      1241
        52,     30052, 45.509891,      46.0,    1800.4,    122275,    154028,    211600,      6379,     14914,     10773,      2245,     79133,     96270,    129949,      2168,      8862,      7219,      1288
        53,     30053, 77.585652,     210.9,    1237.2,    111754,    141879,    190812,      6404,     14840,     16429,      2176,     72428,     88596,    119700,      2686,      8870,      9849,      1319
        54,     30054, 72.913789,     163.2,     633.3,    108839,    137766,    193404,      5227,     14700,     17431,      2366,     70578,     85996,    120934,      2887,      8830,     11221,      1607
        55,     30055, 75.013534,     152.5,     210.5,    110053,    141327,    192679,      4193,     14579,     13946,      1857,     71398,     88277,    120569,      2649,      8803,      9459,      1704
        56,     30056, 26.131260,      30.8,         0,    108829,    139945,    193959,      3012,     14458,         0,      1619,     70616,     87396,    121274,      2175,      8798,         0,      1420
        57,     30057, 28.559692,      72.7,         0,    105141,    133614,    193169,      2388,     14274,         0,      2234,     68216,     83373,    120881,      2212,      8655,         0,      1836
        58,     30058,252.494945,         0,         0,     94315,    120991,    190199,      1000,     14055,         0,      2259,     61227,     75396,    119599,      1071,      8712,         0,      1962
        59,     30059,190.274203,         0,         0,    127829,    160598,    221404,       460,     14525,         0,      2444,     82626,    100337,    134334,       151,      8264,         0,      1985
        60,     30060,195.748829,         0,         0,    125280,    157464,    225057,      2150,     14864,      8980,      2106,     81010,     98379,    136107,       878,      8722,      5796,      1498
        61,     30061, 88.242831,     200.1,         0,    119143,    152393,    205406,      4696,     14945,     14493,      1823,     77130,     95240,    127062,      1918,      8923,      7712,      1158
        62,     30062, 75.224599,     187.6,      38.4,    124636,    159194,    212876,      5672,     14917,     19548,      2019,     80676,     99545,    130536,      2634,      8991,     10577,      1230
        63,     30063, 35.770124,      18.4,     194.3,    113128,    145151,    191652,      6424,     14950,      8750,      2031,     73280,     90658,    120101,      2415,      8938,      4736,      1188
        64,     30064, 85.373297,     202.4,     132.9,    126260,    161074,    214863,      5534,     14838,     17469,      2074,     81740,    100769,    131447,      3056,      9029,     10123,      1105
        65,     30065, 97.758595,     264.1,      67.6,    110704,    142218,    190262,      6441,     14878,     19871,      1940,     71804,     88835,    119295,      2920,      8973,     10942,      1185
        66,     30066, 51.309541,     162.5,     126.0,    122119,    156010,    211325,      4851,     14745,     16928,      2024,     79133,     97593,    129748,      2896,      9013,     10373,      1056
        67,     30067, 57.422659,     137.0,     113.7,    113144,    145001,    194608,      5749,     14795,     19687,      2091,     73382,     90635,    121521,      2927,      8956,     12008,      1240
        68,     30068, 52.467391,     174.2,      36.2,    117371,    150246,    207422,      3489,     14606,     14328,      1853,     76094,     93970,    128005,      2358,      8985,      9382,      1092
        69,     30069, 57.773502,      25.8,      51.9,    110935,    142376,    198382,      4241,     14666,     14844,      1843,     71966,     88950,    123553,      2521,      8931,     10042,      1210
        70,     30070, 34.826126,      86.5,      22.8,    115224,    147610,    206162,      2208,     14444,         0,      1814,     74716,     92304,    127445,      1787,      8940,         0,      1118
        71,     30071,143.723585,         0,         0,    111016,    142658,    207840,      1189,     14198,         0,      1715,     72030,     89143,    128359,      1123,      8838,         0,      1208
        72,     30072, 34.086920,      77.8,      85.6,    109747,    140968,    199077,      2549,     14443,         0,      1704,     71202,     88050,    123936,      1894,      8861,         0,      1494
        73,     30073,115.092528,       4.0,         0,    117610,    150639,    216959,       538,     13732,         0,      2329,     76265,     94236,    132548,       476,      8676,         0,      1523
        74,     30074,227.309852,         0,         0,    117376,    147722,    222340,       468,     14306,         0,       862,     75841,     92151,    135078,       239,      8317,         0,       349
        75,     30075,149.658472,     175.6,     365.2,    139044,    176616,    236849,      2936,     14678,     23523,      2755,     89828,    110687,    141122,      1602,      8824,     12535,      1773
        76,     30076,114.941966,     122.4,      29.0,    124035,    158315,    213763,      3100,     14829,     16960,      2066,     80280,     98978,    130987,      1671,      8871,      8971,      1605
        77,     30077, 80.280561,     182.4,     826.1,    131555,    167585,    226605,      4261,     14801,     24571,      2159,     85107,    104905,    136712,      2523,      8969,     12967,      1122
        78,     30078,112.191671,     447.5,     235.7,    132217,    168396,    231754,      3837,     14657,     25372,      2190,     85549,    105448,    139027,      2489,      8956,     13239,      1199
        79,     30079, 39.400546,     124.9,     366.6,    118890,    151997,    206210,      4668,     14747,     19293,      2114,     77063,     95066,    127378,      2971,      9026,     11346,      1150
        80,     30080, 46.560144,     238.1,     296.1,    128811,    164270,    229367,      3704,     14539,     27522,      2176,     83455,    102855,    137910,      2479,      8957,     16095,      1112
        81,     30081,187.307320,      84.5,     248.1,    117782,    150830,    217390,      1252,     14173,     12550,      2295,     76387,     94364,    132753,      1138,      8860,      8017,      1509
        82,     30082,152.546581,     376.8,     436.3,    125251,    159885,    223626,      3035,     14502,     17976,      2031,     81166,    100058,    135411,      2321,      8982,     10612,      1061
        83,     30083,113.808487,         0,     216.8,    140613,    178616,    245443,      2954,     14367,     27009,      2671,     90836,    111959,    144955,      1377,      8716,     14441,      1776
        84,     30084, 53.080907,         0,     220.8,    135721,    172706,    242470,      3675,     14380,     32368,      2435,     87783,    108237,    143747,      2035,      8842,     17332,      1521
        85,     30085, 57.165840,      41.6,     107.3,    128582,    164039,    235941,      2760,     14136,     29151,      2201,     83329,    102731,    140878,      1708,      8830,     16868,      1458
        86,     30086,388.510529,         0,      68.8,    142307,    180455,    249036,        69,     12077,         0,      1691,     91785,    113013,    146443,        11,      7266,         0,       595
        87,     30087,219.151682,         0,         0,    114236,    144433,    193229,       528,     13685,         0,       788,     74350,     90507,    120327,       151,      8186,         0,       328
        88,     30088,205.655239,         0,         0,    126267,    159105,    211848,       968,     13042,     12030,      1123,     82023,     99738,    129472,       390,      8055,      8009,       426
        89,     30089,199.281081,      61.4,     324.7,    132543,    166808,    222195,      1463,     12910,     25639,      2881,     86089,    104708,    134162,       936,      8163,     14090,      1698
        90,     30090,271.340268,      56.3,     699.3,    131408,    167509,    241076,      2824,     13847,     23511,      2307,     85028,    104867,    143260,      1404,      8626,     12911,      1645
        91,     30091,150.566799,     198.8,     117.4,    130734,    164600,    222428,      1481,     12927,     26619,      2815,     84941,    103293,    134395,       959,      8315,     14635,      1678
        92,     30092,123.970634,     178.4,     141.2,    125946,    160799,    237831,      2403,     13751,     29486,      2087,     81768,    100727,    141158,      1346,      8699,     16798,      1568
        93,     30093,105.465780,         0,         0,    120443,    151974,    213404,       252,     11432,         0,       949,     78303,     95263,    130375,       247,      7150,         0,       374
        94,     30094,205.869884,      27.0,         0,    133434,    167968,    217134,       484,     11587,     17697,      1388,     86388,    105236,    132256,       609,      7332,     10543,       506
        95,     30095,184.642664,     243.2,     157.1,    135857,    170868,    233894,       750,     11679,     31277,      1466,     88188,    107322,    139393,      1013,      7516,     16827,       529
        96,     30096,163.787822,     270.2,      38.0,    134317,    168984,    231755,      1070,     12292,     26012,      1405,     87216,    106108,    138542,      1030,      7990,     14027,       511
        97,     30097,         0,         0,         0,    134775,    169433,    216297,         0,      6648,         0,      1498,     87207,    106170,    131450,         0,      4228,         0,       538
        98,     30098,515.762284,         0,         0,    147180,    185044,    242164,        13,      7673,         0,      1977,     95046,    116036,    143193,       121,      5246,         0,       676
        99,     30099, 47.224552,         0,         0,    134730,    169672,    227320,       176,      9906,         0,      1461,     87249,    106378,    136857,       401,      6439,         0,       527
       100,     30100,115.285769,      39.3,       2.1,    141993,    178665,    239524,       310,      9903,     23404,      1725,     91820,    112092,    142207,       708,      6536,     13504,       605
       101,     30101,226.520192,     406.5,     124.9,    141883,    178410,    246935,       564,     10800,     33429,      1704,     92004,    112140,    145139,      1025,      7159,     17455,       599
       102,     30102,108.195519,         0,         0,    130956,    165079,    235315,        99,      8195,         0,      1322,     84864,    103434,    140615,       312,      5660,         0,       487
       103,     30103,195.757101,     192.1,      13.9,    144947,    182532,    252160,       194,      8599,     22400,      1858,     93712,    114547,    147825,       498,      5933,     12473,       643
       104,     30104,151.304957,      69.6,     116.0,    146176,    183937,    254839,       370,      9840,     37903,      1883,     94713,    115611,    148560,       861,      6588,     20104,       650
       105,     30105, 98.772761,      47.9,      15.8,    151005,    190410,    264695,       195,      8282,     39155,      2115,     97730,    119526,    153090,       529,      5886,     20859,       714
       106,     30106,197.688337,      19.0,      30.4,    149569,    188496,    270382,       174,      8292,     37505,      2044,     96873,    118427,    155637,       454,      5960,     20089,       695
       107,     30107, 55.090501,         0,         0,    149088,    188016,    269384,        38,      6746,         0,      2050,     96359,    117961,    155571,       221,      4991,         0,       696
       108,     30108, 88.809657,      29.3,         0,    156112,    197918,    279561,        96,      7200,     39252,      2360,    100827,    123787,    159933,       310,      5386,     20830,       782
       109,     30109,946.304060,         0,         0,    157063,    199430,    272781,         1,      5468,         0,      2461,    101141,    124290,    157050,        11,      4171,         0,       810
       110,     30110, 95.228257,       2.7,         0,    155439,    197049,    277111,        78,      7038,     23043,      2340,    100314,    123207,    159066,       309,      5218,     12862,       777
       111,     30111,140.290589,         0,         0,    164502,    211483,    291497,        69,      5349,         0,      2793,    105854,    130615,    165606,        83,      4317,         0,       903
       112,     30112,174.440973,       7.7,         0,    160931,    205666,    295062,        92,      5480,     21987,      2596,    103722,    127821,    167232,       144,      4471,     12244,       847
       113,     30113,203.628024,      34.9,         0,    158210,    201146,    286956,        62,      6421,     33257,      2464,    102174,    125562,    163043,       214,      5035,     17871,       811
       114,     30114,154.264831,      43.1,       1.4,    159359,    202930,    297619,        52,      5616,     43511,      2507,    102997,    126623,    167982,       152,      4671,     22819,       823
       115,     30115, 90.072069,         0,      67.6,    175820,    233383,    325388,       149,      3576,         0,      3341,    113005,    140861,    180810,       101,      3528,         0,      1065
       116,     30116,109.047060,         0,      22.1,    170946,    223664,    317256,       153,      3988,     24022,      3093,    109964,    136484,    177248,       151,      3746,     13279,       989
       117,     30117,104.898914,      22.6,      25.6,    165015,    212529,    309541,       127,      4197,     41268,      2786,    106387,    131395,    173507,       187,      3893,     21694,       901
       118,     30118, 81.197058,       6.4,         0,    163299,    209448,    311849,        90,      4071,     44620,      2696,    105452,    129983,    174344,       205,      3861,     23350,       875
       119,     30119, 88.410214,       1.0,      35.8,    173312,    228078,    330065,       152,      2558,         0,      3217,    111425,    138471,    183015,       145,      3118,         0,      1027
       120,     30120,230.581588,      31.4,       1.4,    167818,    217654,    323686,       187,      2773,     26757,      2941,    108009,    133709,    180132,       315,      3285,     14545,       945
       121,     30121,115.036147,      41.6,       5.3,    161753,    206747,    306449,       158,      2947,     45630,      2623,    104761,    128881,    171992,       387,      3409,     23783,       855
       122,     30122,151.372238,      19.8,         0,    160643,    204963,    306117,       101,      2993,     42531,      2572,    104062,    127944,    171908,       355,      3479,     22186,       841
       123,     30123,117.795646,         0,         0,    159504,    203214,    332747,        70,      1730,         0,      2566,    102676,    126324,    184561,       382,      2901,         0,       839
       124,     30124,123.415254,      76.1,       2.3,    159939,    203997,    295034,       130,      2009,     29848,      2556,    103625,    127403,    167187,       486,      3036,     15860,       836
       125,     30125, 61.781836,      64.1,      64.3,    166253,    214630,    306944,       107,      2090,     47386,      2848,    107646,    132853,    172526,       589,      3170,     24470,       919
       126,     30126,198.242357,     175.4,       8.6,    164341,    211281,    307080,        85,      2107,     42046,      2761,    106435,    131195,    172668,       549,      3269,     21750,       894
       127,     30127,127.818309,      95.2,         0,    163484,    210014,    307522,        74,      1804,     32380,      2737,    105900,    130523,    172819,       497,      3065,     16966,       887
       128,     30128,100.177029,      62.2,       5.6,    170274,    222610,    320199,        77,      1891,     47013,      3067,    110228,    136595,    178343,       579,      3199,     24272,       981
       129,     30129,233.679796,      20.7,         0,    174535,    231897,    337342,        19,      1911,     44981,      3307,    112951,    140757,    186030,       326,      3629,     23214,      1055
       130,     30130,102.635968,      65.5,       1.1,    168142,    218502,    321099,        54,      1933,     41142,      2963,    108883,    134692,    178865,       483,      3437,     21326,       951
       131,     30131,120.748304,      65.2,         0,    171709,    225709,    333549,        25,      1912,     44757,      3153,    111153,    137992,    184415,       345,      3678,     23161,      1007
       132,     30132,262.933622,      34.5,       4.3,    183071,    252243,    367855,        24,      3493,     49506,      3758,    118295,    149473,    199787,       269,      5449,     24909,      1194
       133,     30133,420.264584,     146.1,      10.5,    182071,    249927,    360172,        24,      3580,     43653,      3713,    117674,    148452,    196217,       253,      5347,     21995,      1180
       134,     30134,971.602594,       4.0,         0,    179547,    245067,    379009,        28,      5052,         0,      3637,    116462,    146350,    204185,        30,      6303,         0,      1156
       135,     30135,146.137693,       2.0,         0,    180149,    246258,    368202,        43,      3968,         0,      3652,    116527,    146792,    199851,       210,      5549,         0,      1161
       136,     30136,407.556751,     154.0,      19.7,    186120,    260288,    384206,        46,      5514,     31923,      3928,    120193,    152891,    207260,       286,      7572,     16190,      1249
       137,     30137,280.637419,       1.0,      30.7,    185817,    260131,    390602,       142,      6233,         0,      3939,    120039,    152727,    209796,       201,      7751,         0,      1252
       138,     30138,291.975907,     145.1,      53.5,    194432,    281684,    401817,       167,      6567,     52963,      4376,    125331,    162105,    215100,       280,      8265,     26476,      1407
       139,     30139,526.757807,      46.0,      19.2,    200786,    299007,    426858,       159,      8882,     58386,      4718,    129245,    169543,    226644,       203,     10591,     28880,      1533
       140,     30140,823.791016,       3.9,         0,    176117,    236324,    403716,         0,      6688,         0,      3570,    115555,    143403,    214706,        16,      7600,         0,      1134
       141,     30141,421.177376,         0,         0,    189353,    269136,    420228,       100,      8791,         0,      4126,    122206,    156559,    223403,        98,      9963,         0,      1317
       142,     30142,476.179051,         0,         0,    185646,    259679,    415019,        42,      9357,         0,      3947,    120160,    152496,    220934,       156,     10200,         0,      1255
       143,     30143,216.839844,      57.5,      89.9,    199739,    296176,    427367,       163,      8814,     60192,      4664,    128600,    168322,    226872,       204,     10369,     30026,      1512
       144,     30144,         0,         0,         0,    154494,    196761,    314648,         0,      1422,         0,      2441,    101007,    123751,    174657,         0,      2596,         0,       805
       145,     30145,386.115617,      12.5,         0,     93849,    120217,    176496,        29,      9340,         0,      4064,     60816,     74796,    111855,        42,      5399,         0,      2934
       146,     30146,         0,         0,         0,     70671,     94105,    170733,        10,     11126,         0,         0,     46355,     58395,    108955,        85,      6964,         0,         0
       147,     30147,         0,       1.0,         0,     68308,     94253,    165744,         0,      3563,         0,         0,     44993,     58646,    105911,         1,      2951,         0,         0
       148,     30148,         0,         0,         0,     72324,     99360,    183420,         0,      8985,         0,         0,     47587,     61906,    116170,         0,      6087,         0,         0
       149,     30149,         0,         0,         0,     56523,     78789,    174662,         9,     11561,         0,         0,     37369,     48760,    111523,        42,      7515,         0,         0
       150,     30150,2427.21499,     360.3,     131.2,     77962,    105527,    193233,       131,      4301,         0,         0,     51084,     65776,    121338,       360,      3370,         0,         0
       151,     30151,         0,      18.7,      34.8,     64335,     86368,    168118,        35,      4296,         0,         0,     42763,     53856,    107444,        19,      3364,         0,         0
       152,     30152,         0,         0,         0,    139422,    175633,    266329,         0,      1887,         0,      1688,     90788,    110725,    154834,         0,      3254,         0,       594
       153,     30153,1571.18699,         0,         0,    179296,    244697,    403246,         2,      8383,         0,      3626,    115896,    145942,    216018,        20,     10949,         0,      1152
       154,    570001,         0,         0,         0,    111437,    145823,    427497,         0,       308,         0,      2474,     74397,     92107,    220158,         0,       444,         0,       798
       155,    570002,990.592547,      41.0,         0,    155612,    200026,    367531,         0,      2000,         0,      4328,    104548,    127632,    197882,        56,      3628,         0,      1377
       156,    570003,2333.21838,      57.8,         0,    128219,    163428,    310353,         0,       447,         0,      2888,     87283,    105447,    170719,        58,      1429,         0,       915
       157,    570004,1299.73698,     123.2,         0,    166932,    223299,    431792,         0,      2005,         0,      5220,    111107,    138050,    226038,       142,      4144,         0,      1734
       158,    570005,870.265885,     132.0,         0,    172531,    232144,    417082,         7,      4920,         0,      5334,    114848,    142566,    220624,       260,      5670,         0,      1778
       159,    570006,3281.93156,      35.0,         0,    129195,    166695,    347338,         0,       392,         0,      3255,     86656,    106208,    184687,        35,       596,         0,      1023
       160,    570007,2690.21186,      79.5,         0,    150924,    196077,    397285,         0,       641,         0,      4384,    100480,    123943,    209557,        80,      2190,         0,      1398
       161,    570008,277.020743,      26.3,       2.8,    191853,    284011,    496933,        43,     15088,         0,      6831,    126154,    163942,    257125,       260,     10189,         0,      2361
       162,    570009,945.959635,      58.5,         0,    183658,    266806,    481735,         0,      6118,         0,      6442,    120463,    155477,    249495,       100,      6526,         0,      2211
       163,    570010,109.891340,      13.8,         0,    194461,    291862,    501896,         6,     11972,         0,      7039,    127593,    167123,    259257,       214,      8792,         0,      2443
       164,    570011,388.340758,       8.3,         0,    192187,    285321,    490018,         2,     22696,         0,      6230,    125674,    163897,    254735,       122,     13485,         0,      2112
       165,    570012,4580.44630,         0,     328.8,    138248,    179359,    402927,       329,       390,         0,      3814,     91508,    113406,    210686,         0,       460,         0,      1197
       166,    570013,668.526890,      47.2,         0,    181938,    263327,    490118,         0,      2571,         0,      6335,    119358,    153910,    253066,        78,      5188,         0,      2170
       167,    570014,396.257237,      20.5,         0,    195632,    298042,    512279,         5,     11662,         0,      7206,    127874,    169135,    264141,       149,      8911,         0,      2484
       168,    570015,238.343642,      49.8,         0,    196921,    301592,    521584,        10,     17520,         0,      7288,    128677,    170689,    268790,       155,     11211,         0,      2516
       169,    570016,341.616489,      20.2,         0,    187866,    277451,    520603,         4,     26453,         0,      6711,    123058,    160127,    268813,       148,     14792,         0,      2314
       170,    570017,495.060813,      36.5,      54.3,    162317,    218846,    461112,        54,       600,         0,      5181,    106771,    134182,    239254,        65,      1908,         0,      1722
       171,    570018,498.318878,      48.0,         0,    172437,    241302,    480536,        21,       904,         0,      5792,    113175,    144113,    248696,        86,      3179,         0,      1967
       172,    570019,388.358642,      79.5,         0,    211149,    343333,    548769,        11,     29030,         0,     11588,    136812,    189066,    281690,       219,     15993,         0,      5367
       173,    570020,500.223717,      63.3,         0,    214603,    352827,    551726,         0,     41603,         0,     11890,    138569,    193145,    283382,       176,     21342,         0,      5468
       174,    570021,484.164824,      32.8,         0,    200531,    312712,    535003,         8,     11230,         0,      7558,    130733,    175506,    274855,       120,      9641,         0,      2622
       175,    570022,245.354829,      34.5,      14.3,    206920,    330967,    546113,        14,     20086,         0,     11215,    134570,    183696,    280323,       207,     12790,         0,      5218
       176,    570023,277.071394,      27.3,         0,    224809,    384589,    569545,        38,     52817,         0,     12016,    144351,    207205,    292422,       197,     26687,         0,      5748
       177,    570024,652.528921,      33.2,         0,    160604,    215438,    482138,        28,       628,         0,      5085,    105680,    132607,    248819,        69,      2213,         0,      1682
       178,    570025,639.727979,      52.5,      11.5,    170794,    237484,    502451,        12,      1013,         0,      5689,    112147,    142450,    258701,        86,      3846,         0,      1926
       179,    570026,627.007270,      12.5,         0,    182942,    266741,    521379,         3,      2984,         0,      6427,    119722,    155233,    267854,        46,      6418,         0,      2205
       180,    570027,316.998040,      29.0,         0,    196388,    301625,    546353,         3,      8342,         0,      7288,    128069,    170515,    279939,        99,      9582,         0,      2516
       181,    570028,256.114285,      35.8,         0,    203035,    316250,    562435,         6,     15067,         0,     11313,    132533,    177613,    287608,       184,     12553,         0,      5219
       182,    570029,240.050986,      43.5,         0,    208584,    332992,    567899,         8,     22780,         0,     11746,    135777,    185009,    290309,       247,     14836,         0,      5346
       183,    570030,630.443990,      38.8,       4.8,    184840,    256788,    485543,         5,      8731,         0,      7706,    121893,    152720,    252544,        98,     11063,         0,      2517
