TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        17,     30017,407.588378,       5.2,         0,    104300,    134131,    171587,       299,      9748,         0,       315,     67542,     83340,    109951,         6,      4708,         0,       213
        18,     30018,309.030427,         0,     679.5,    107802,    138007,    174774,       942,     11686,         0,       381,     69830,     85829,    111923,         3,      6028,         0,       232
        19,     30019,196.205397,     163.0,      35.7,     90012,    118245,    167348,       263,     12657,      9468,      1786,     58654,     73433,    107246,       521,      6966,      6157,      1426
        20,     30020,173.846732,     143.8,      87.7,     79890,    106651,    165132,       361,     12433,     11756,      2152,     52357,     66108,    105866,       799,      7120,      7619,      1798
        21,     30021,128.632214,         0,     405.6,    101134,    130511,    174513,      1031,     12976,         0,      2690,     65597,     81117,    111845,        16,      6975,         0,      2069
        22,     30022,104.210697,       4.2,      28.1,     98936,    128085,    174886,      1028,     13413,         0,      2025,     64210,     79591,    112103,       114,      7329,         0,      1873
        23,     30023,135.607746,       8.5,      88.1,     95984,    124850,    175142,      1029,     13682,      8499,      1489,     62373,     77569,    112272,       544,      7628,      4321,      1376
        24,     30024,101.657431,      97.0,       3.8,     92678,    121232,    174543,       707,     13701,     11241,      1077,     60332,     75324,    111815,      1191,      7712,      7005,      1210
        25,     30025,113.044793,     289.5,     143.4,     87053,    114911,    172314,       951,     13640,     15478,      1441,     56893,     71420,    110421,      1733,      7757,      9315,      1149
        26,     30026, 56.631464,     183.0,     175.0,     85068,    112672,    172947,      1029,     13544,     17408,      1525,     55694,     70035,    110823,      1982,      7775,     10476,      1321
        27,     30027,153.111351,         0,         0,     99579,    128690,    165111,      1242,     13466,         0,      1953,     64602,     79955,    105974,        12,      7318,         0,      1699
        28,     30028,203.300975,       9.2,     152.7,     95374,    123992,    163866,      2127,     14143,      8160,      1592,     61975,     77013,    105241,       342,      7992,      4481,      1396
        29,     30029, 83.574133,     146.9,       2.4,     88958,    117185,    162893,      3001,     14248,     11401,       965,     58055,     72828,    104613,      1486,      8172,      6677,      1058
        30,     30030,108.781129,     309.3,      83.4,     83193,    110790,    167564,      2852,     14154,     16459,      1400,     54558,     68852,    107235,      2195,      8183,      9685,      1265
        31,     30031, 64.047264,     193.0,     180.3,     84976,    112645,    161487,      2258,     14007,     16033,      1270,     55671,     70052,    103546,      2518,      8162,     10334,      1161
        32,     30032, 46.605744,     109.3,       2.4,     81615,    108818,    170213,       907,     13379,     13498,      1452,     53520,     67547,    109115,      1827,      7736,      8555,      1255
        33,     30033, 64.212087,     137.5,       9.8,     79343,    106124,    156059,      1809,     13841,     13574,      1425,     52093,     65868,    100175,      2383,      8119,      8583,      1268
        34,     30034, 67.305935,     173.3,      16.3,     77772,    104101,    168071,       736,     13193,     10569,      2102,     50969,     64481,    107797,      1661,      7716,      6911,      1706
        35,     30035, 80.425663,     257.1,         0,     74745,    100591,    153925,      1004,     13508,      9534,      1367,     49121,     62312,     98848,      1766,      8027,      6202,      1196
        36,     30036, 66.078085,      87.7,         0,     67890,     91395,    155204,       332,     12900,         0,      2382,     44647,     56384,     99518,      1203,      7744,         0,      1720
        37,     30037,213.267221,       2.2,      18.1,    115183,    146572,    178469,       870,     13893,         0,      2109,     74641,     91267,    114123,         7,      7611,         0,      1758
        38,     30038,207.268944,       1.2,    1190.8,    107689,    137897,    175353,      3236,     14545,      6040,      1220,     69838,     85839,    112385,       332,      8312,      3319,      1252
        39,     30039, 82.626687,      57.9,     163.8,     90019,    118276,    162137,      5503,     14612,      9322,       851,     58721,     73513,    104173,      1523,      8504,      5337,       960
        40,     30040,118.118363,     338.7,     255.3,     86948,    114849,    160905,      5427,     14538,     14101,       809,     56847,     71398,    103410,      2136,      8503,      8990,       957
        41,     30041, 42.716753,     107.7,     471.7,     81626,    108802,    158023,      3987,     14330,     15086,       949,     53585,     67596,    101439,      2593,      8437,     10158,      1032
        42,     30042, 43.532671,      60.1,      81.6,     83750,    111415,    163041,      2825,     14169,     12161,      1387,     54922,     69277,    104555,      2404,      8396,      8684,      1260
        43,     30043, 79.992258,     177.9,      79.7,     77909,    104537,    158797,      1378,     13803,      8146,      1430,     51168,     64872,    101922,      1772,      8264,      6336,      1254
        44,     30044, 35.151657,     123.1,         0,     76162,    102204,    158371,       692,     13483,         0,      1394,     50034,     63362,    101665,      1263,      8183,         0,      1220
        45,     30045, 43.925164,      71.8,      25.8,     74282,     99820,    158557,       302,     13297,         0,      1462,     48830,     61813,    101804,       858,      8168,         0,      1346
        46,     30046,151.481435,         0,         0,     68708,     92403,    157146,        78,     12838,         0,      1789,     45208,     57040,    100982,       303,      8083,         0,      1361
        47,     30047,         0,         0,         0,     86049,    113588,    178603,         0,      8514,         0,       131,     55836,     70167,    114482,         0,      4462,         0,       121
        48,     30048,456.875777,       5.1,         0,    100623,    129850,    171652,         0,      7710,         0,       243,     65097,     80529,    110088,         6,      3611,         0,       192
        49,     30049,239.937161,         0,     184.8,    114877,    146210,    183052,       621,     14206,         0,      1240,     74463,     91057,    116857,         6,      7816,         0,      1371
        50,     30050,248.042036,       6.7,     348.4,    106111,    136088,    178834,      3318,     14758,      6147,       871,     68849,     84723,    114497,       414,      8490,      3180,       812
        51,     30051, 46.653357,      10.1,      71.7,     93485,    124480,    166670,      4958,     14804,      8055,       708,     60937,     77456,    107067,      1353,      8679,      4339,       750
        52,     30052, 45.509891,      46.0,    1800.4,     99658,    129042,    175782,      5551,     14746,      8834,       834,     64813,     80339,    112719,      1687,      8655,      6390,       768
        53,     30053, 77.585652,     210.9,    1237.2,     88278,    116962,    161167,      5600,     14660,     13282,       784,     57721,     72771,    103635,      2178,      8667,      8753,       796
        54,     30054, 72.913789,     163.2,     633.3,     85215,    112844,    163425,      4735,     14498,     14010,       958,     55839,     70201,    104835,      2319,      8623,      9913,      1065
        55,     30055, 75.013534,     152.5,     210.5,     86493,    116411,    162718,      3420,     14357,     11284,       923,     56681,     72462,    104431,      2085,      8595,      8378,      1123
        56,     30056, 26.131260,      30.8,         0,     85206,    115023,    163806,      2131,     14213,         0,       815,     55885,     71592,    105124,      1608,      8591,         0,       873
        57,     30057, 28.559692,      72.7,         0,     81415,    108749,    163397,      1789,     14000,         0,      1383,     53467,     67580,    104801,      1670,      8423,         0,      1265
        58,     30058,252.494945,         0,         0,     71328,     95997,    161475,       552,     13735,         0,      1566,     46935,     59343,    103728,       712,      8492,         0,      1436
        59,     30059,190.274203,         0,         0,    105754,    135617,    181749,       273,     14286,         0,      1196,     68580,     84384,    116236,        50,      7950,         0,      1480
        60,     30060,195.748829,         0,         0,    102949,    132450,    184120,      1029,     14671,      7101,       853,     66829,     82427,    117688,       586,      8443,      4846,      1002
        61,     30061, 88.242831,     200.1,         0,     96237,    127422,    171824,      3386,     14767,     11676,       649,     62665,     79316,    110333,      1492,      8687,      6572,       685
        62,     30062, 75.224599,     187.6,      38.4,    102243,    134195,    176461,      4511,     14734,     16166,       711,     66473,     83607,    113146,      2173,      8772,      9308,       728
        63,     30063, 35.770124,      18.4,     194.3,     89725,    120247,    161715,      5417,     14783,      8483,       732,     58590,     74800,    104005,      1810,      8738,      4411,       687
        64,     30064, 85.373297,     202.4,     132.9,    104027,    136104,    177640,      4427,     14641,     14025,       736,     67626,     84837,    113837,      2631,      8817,      8803,       612
        65,     30065, 97.758595,     264.1,      67.6,     87177,    117302,    160675,      5488,     14696,     16405,       672,     57092,     73010,    103219,      2334,      8777,      9581,       684
        66,     30066, 51.309541,     162.5,     126.0,     99488,    131008,    175514,      3683,     14534,     13455,       671,     64820,     81665,    112458,      2438,      8807,      8961,       562
        67,     30067, 57.422659,     137.0,     113.7,     89743,    120099,    164107,      4829,     14600,     15981,       731,     58708,     74791,    105326,      2295,      8765,     10331,       727
        68,     30068, 52.467391,     174.2,      36.2,     94311,    125307,    173267,      2349,     14372,     11229,       669,     61568,     78071,    111075,      1921,      8777,      8256,       619
        69,     30069, 57.773502,      25.8,      51.9,     87420,    117460,    167164,      3075,     14451,     11785,       682,     57258,     73126,    107255,      1915,      8740,      8913,       714
        70,     30070, 34.826126,      86.5,      22.8,     91979,    122705,    172541,      1447,     14180,         0,       664,     60108,     76430,    110631,      1322,      8728,         0,       642
        71,     30071,143.723585,         0,         0,     87503,    117743,    173885,       714,     13891,         0,       665,     57325,     73318,    111487,       724,      8623,         0,       731
        72,     30072, 34.086920,      77.8,      85.6,     86171,    116049,    167733,      1678,     14191,         0,       878,     56480,     72238,    107607,      1334,      8663,         0,       939
        73,     30073,115.092528,       4.0,         0,     94570,    125693,    179293,       380,     13332,         0,      1137,     61751,     78335,    114797,       302,      8416,         0,      1055
        74,     30074,227.309852,         0,         0,     94312,    122805,    183040,       198,     14011,         0,       169,     61275,     76235,    117173,       120,      7952,         0,       157
        75,     30075,149.658472,     175.6,     365.2,    117973,    152200,    190190,      2422,     14443,     19584,      1394,     76498,     94881,    121098,      1273,      8510,     10665,      1267
        76,     30076,114.941966,     122.4,      29.0,    101581,    133300,    177136,      2077,     14622,     13564,       874,     66044,     83033,    113586,      1353,      8581,      7707,      1145
        77,     30077, 80.280561,     182.4,     826.1,    109811,    142779,    184601,      3105,     14591,     20267,       809,     71304,     89003,    117910,      2182,      8699,     10810,       621
        78,     30078,112.191671,     447.5,     235.7,    110529,    143621,    187584,      3481,     14421,     20914,       841,     71792,     89557,    119668,      2151,      8677,     10997,       707
        79,     30079, 39.400546,     124.9,     366.6,     95961,    127029,    172385,      3308,     14530,     15701,       771,     62599,     79154,    110552,      2615,      8786,      9756,       655
        80,     30080, 46.560144,     238.1,     296.1,    106827,    139375,    186354,      3282,     14282,     22958,       826,     69496,     86948,    118839,      2103,      8681,     13802,       625
        81,     30081,187.307320,      84.5,     248.1,     94756,    125877,    179648,       907,     13852,     10186,      1124,     61879,     78460,    115017,       800,      8613,      6977,      1049
        82,     30082,152.546581,     376.8,     436.3,    102918,    134897,    183115,      2402,     14238,     14436,       738,     67009,     84131,    116976,      1967,      8726,      9066,       590
        83,     30083,113.808487,         0,     216.8,    119700,    154250,    195208,      2507,     14073,     22667,      1270,     77612,     96182,    123958,       971,      8371,     12265,      1253
        84,     30084, 53.080907,         0,     220.8,    114325,    148125,    193689,      3321,     14092,     26961,      1046,     74252,     92387,    123174,      1657,      8527,     14778,      1010
        85,     30085, 57.165840,      41.6,     107.3,    106577,    139138,    190186,      2170,     13809,     24385,       902,     69360,     86827,    121110,      1370,      8516,     14513,       975
        86,     30086,388.510529,         0,      68.8,    121553,    156129,    197266,        69,     11363,         0,       662,     78653,     97249,    125028,         5,      6698,         0,       304
        87,     30087,219.151682,         0,         0,     90882,    119460,    162744,       247,     13270,         0,       151,     59719,     74652,    104143,        64,      7782,         0,       142
        88,     30088,205.655239,         0,         0,    104037,    134110,    175674,       619,     12516,      8917,       300,     67952,     83839,    112088,       199,      7613,      6685,       208
        89,     30089,199.281081,      61.4,     324.7,    110888,    141983,    181872,      1189,     12367,     20923,      1675,     72402,     88848,    115688,       728,      7703,     11735,      1341
        90,     30090,271.340268,      56.3,     699.3,    109652,    142700,    193205,      2284,     13465,     19488,      1042,     71218,     88966,    122980,      1024,      8262,     10970,      1173
        91,     30091,150.566799,     198.8,     117.4,    108925,    139714,    182145,      1173,     12403,     21482,      1635,     71138,     87423,    115922,       715,      7887,     12176,      1330
        92,     30092,123.970634,     178.4,     141.2,    103686,    135825,    191258,      1723,     13362,     24513,       845,     67674,     84815,    121115,      1006,      8352,     14369,      1104
        93,     30093,105.465780,         0,         0,     97646,    126970,    177175,       109,     10627,         0,       188,     63936,     79359,    113083,       143,      6547,         0,       174
        94,     30094,205.869884,      27.0,         0,    111829,    143146,    178797,       371,     10822,     13941,       465,     72710,     89325,    114377,       449,      6759,      8889,       256
        95,     30095,184.642664,     243.2,     157.1,    114473,    146196,    188690,       603,     10926,     25151,       508,     74711,     91490,    119673,       885,      6945,     14022,       268
        96,     30096,163.787822,     270.2,      38.0,    112808,    144234,    187520,       843,     11653,     21286,       474,     73643,     90263,    119052,       895,      7484,     11717,       258
        97,     30097,         0,         0,         0,    113207,    144535,    177560,         0,      4951,         0,       530,     73573,     90155,    113465,         0,      3148,         0,       273
        98,     30098,515.762284,         0,         0,    126871,    160636,    192808,         5,      6160,         0,       847,     82247,    100299,    122326,        77,      4259,         0,       354
        99,     30099, 47.224552,         0,         0,    113197,    144866,    184999,        98,      8819,         0,       505,     73645,     90442,    117970,       238,      5677,         0,       267
       100,     30100,115.285769,      39.3,       2.1,    121191,    154248,    191788,       260,      8819,     19019,       686,     78691,     96297,    121834,       592,      5787,     11243,       310
       101,     30101,226.520192,     406.5,     124.9,    121089,    154028,    196051,       450,      9880,     27095,       672,     78913,     96399,    123829,       860,      6496,     14571,       307
       102,     30102,108.195519,         0,         0,    109101,    140082,    190159,        73,      6775,         0,       428,     71015,     87451,    121053,       281,      4726,         0,       245
       103,     30103,195.757101,     192.1,      13.9,    124427,    158158,    199122,       142,      7255,     18147,       774,     80779,     98798,    125929,       357,      5046,     10356,       334
       104,     30104,151.304957,      69.6,     116.0,    125807,    159650,    200466,       340,      8745,     31066,       789,     81909,     99953,    126190,       785,      5842,     16946,       338
       105,     30105, 98.772761,      47.9,      15.8,    131121,    166030,    206134,       158,      6877,     32192,       929,     85254,    103974,    129354,       412,      4990,     17631,       377
       106,     30106,197.688337,      19.0,      30.4,    129534,    164166,    209583,       130,      6886,     30678,       887,     84302,    102845,    131168,       308,      5076,     16931,       365
       107,     30107, 55.090501,         0,         0,    128983,    163618,    209210,        15,      5094,         0,       891,     83713,    102312,    131372,       167,      4013,         0,       366
       108,     30108, 88.809657,      29.3,         0,    136713,    173013,    214937,        60,      5638,     32254,      1083,     88695,    108264,    134101,       255,      4428,     17580,       422
       109,     30109,946.304060,         0,         0,    137684,    174071,    210619,         0,      3714,         0,      1155,     89014,    108634,    132065,         1,      3254,         0,       444
       110,     30110, 95.228257,       2.7,         0,    135965,    172178,    213533,        42,      5434,     18639,      1069,     88117,    107650,    133637,       253,      4247,     10625,       418
       111,     30111,140.290589,         0,         0,    145771,    183969,    222232,        44,      3644,         0,      1394,     94180,    114895,    138053,        29,      3438,         0,       517
       112,     30112,174.440973,       7.7,         0,    141910,    179541,    224852,        65,      3799,     17651,      1254,     91877,    112232,    139370,        90,      3587,     10057,       474
       113,     30113,203.628024,      34.9,         0,    138987,    175826,    219483,        40,      4814,     26950,      1157,     90192,    110027,    136125,       160,      4084,     14981,       444
       114,     30114,154.264831,      43.1,       1.4,    140239,    177373,    226559,        29,      3976,     36309,      1188,     91107,    111111,    139763,       118,      3769,     19444,       454
       115,     30115, 90.072069,         0,      67.6,    158100,    199034,    246498,       142,      2108,         0,      1824,    101939,    124511,    149446,        57,      2797,         0,       643
       116,     30116,109.047060,         0,      22.1,    152829,    192747,    240265,       142,      2378,     19356,      1631,     98655,    120529,    146759,       100,      3002,     10872,       586
       117,     30117,104.898914,      22.6,      25.6,    146361,    184974,    234729,        99,      2558,     34143,      1389,     94792,    115744,    143875,       140,      3128,     18363,       515
       118,     30118, 81.197058,       6.4,         0,    144491,    182643,    236410,        50,      2450,     37351,      1324,     93784,    114399,    144488,       131,      3090,     19901,       495
       119,     30119, 88.410214,       1.0,      35.8,    155400,    195639,    250440,       128,      1526,         0,      1728,    100234,    122348,    151331,        95,      2382,         0,       615
       120,     30120,230.581588,      31.4,       1.4,    149415,    188597,    245436,       170,      1661,     21571,      1512,     96536,    117900,    149134,       225,      2505,     11928,       551
       121,     30121,115.036147,      41.6,       5.3,    142815,    180500,    232611,       130,      1770,     38312,      1273,     93046,    113373,    142719,       305,      2597,     20256,       480
       122,     30122,151.372238,      19.8,         0,    141617,    179029,    232431,        73,      1803,     35353,      1237,     92283,    112447,    142736,       274,      2623,     18806,       468
       123,     30123,117.795646,         0,         0,    140326,    177304,    253300,        52,       897,         0,      1232,     90704,    110665,    153092,       291,      2067,         0,       467
       124,     30124,123.415254,      76.1,       2.3,    140829,    178100,    224814,        98,      1093,     23947,      1225,     91792,    111873,    139277,       430,      2166,     13040,       465
       125,     30125, 61.781836,      64.1,      64.3,    147716,    186501,    232782,        88,      1144,     40053,      1436,     96185,    117220,    143116,       542,      2216,     20803,       529
       126,     30126,198.242357,     175.4,       8.6,    145613,    183953,    233021,        83,      1105,     34914,      1372,     94864,    115605,    143343,       493,      2222,     18349,       510
       127,     30127,127.818309,      95.2,         0,    144658,    182846,    233344,        63,       908,     25920,      1354,     94269,    114913,    143398,       429,      2136,     13944,       504
       128,     30128,100.177029,      62.2,       5.6,    152087,    191928,    242441,        74,       934,     39702,      1611,     98975,    120731,    147503,       537,      2183,     20605,       580
       129,     30129,233.679796,      20.7,         0,    156675,    197718,    256238,         4,       998,     37746,      1798,    101904,    124473,    153624,       209,      2459,     19620,       635
       130,     30130,102.635968,      65.5,       1.1,    149760,    189099,    243263,        45,       914,     34038,      1529,     97518,    118927,    148061,       431,      2293,     17943,       556
       131,     30131,120.748304,      65.2,         0,    153637,    193878,    253208,         7,       958,     37484,      1678,     99970,    122006,    152460,       262,      2480,     19517,       600
       132,     30132,262.933622,      34.5,       4.3,    165636,    209419,    282021,        21,      1944,     42062,      2180,    107547,    131782,    164914,       218,      3635,     21254,       744
       133,     30133,420.264584,     146.1,      10.5,    164581,    208034,    275337,        18,      2063,     36390,      2139,    106890,    130935,    161817,       211,      3584,     18544,       733
       134,     30134,971.602594,       4.0,         0,    161848,    204664,    292043,        15,      3517,         0,      2071,    105591,    129070,    168363,         4,      4441,         0,       714
       135,     30135,146.137693,       2.0,         0,    162505,    205542,    282511,        21,      2449,         0,      2085,    105648,    129459,    164918,       139,      3755,         0,       717
       136,     30136,407.556751,     154.0,      19.7,    168730,    213789,    296409,        32,      3767,     25257,      2340,    109494,    134398,    171268,       221,      5419,     13158,       788
       137,     30137,280.637419,       1.0,      30.7,    168363,    213422,    302316,       126,      4527,         0,      2350,    109307,    134161,    173269,       183,      5643,         0,       791
       138,     30138,291.975907,     145.1,      53.5,    177259,    226487,    312265,       151,      4813,     45135,      2728,    114773,    141512,    177843,       230,      6091,     22593,       896
       139,     30139,526.757807,      46.0,      19.2,    183798,    237427,    334904,       147,      6993,     50074,      3031,    118789,    147036,    188135,       188,      8366,     24878,       981
       140,     30140,823.791016,       3.9,         0,    158258,    199453,    314437,         0,      5116,         0,      2011,    104746,    126792,    177334,         4,      5685,         0,       696
       141,     30141,421.177376,         0,         0,    171995,    218660,    329228,        71,      6909,         0,      2514,    111537,    137146,    185307,        51,      7779,         0,       837
       142,     30142,476.179051,         0,         0,    168160,    213006,    324695,         0,      7368,         0,      2357,    109441,    133923,    183149,         1,      7984,         0,       793
       143,     30143,216.839844,      57.5,      89.9,    182720,    235576,    335392,       153,      6939,     51848,      2982,    118130,    146129,    188332,       189,      8149,     25934,       967
       144,     30144,         0,         0,         0,    134768,    171098,    238406,         0,       705,         0,      1141,     88867,    108041,    144044,         0,      1605,         0,       439
       145,     30145,386.115617,      12.5,         0,     70878,     95180,    149054,        25,      8164,         0,      3405,     46515,     58692,     95705,        37,      4724,         0,      2413
       146,     30146,         0,         0,         0,     52057,     67426,    144388,         0,     10243,         0,         0,     34147,     41378,     93007,        15,      6464,         0,         0
       147,     30147,         0,       1.0,         0,     50025,     67564,    139364,         0,      1752,         0,         0,     32969,     41634,     89644,         1,      1947,         0,         0
       148,     30148,         0,         0,         0,     53330,     73033,    156021,         0,      7709,         0,         0,     35230,     45029,    100311,         0,      5428,         0,         0
       149,     30149,         0,         0,         0,     39988,     51336,    148561,         4,     10764,         0,         0,     25979,     31982,     95827,        10,      7078,         0,         0
       150,     30150,2427.21499,     360.3,     131.2,     57733,     79605,    163934,       131,      2454,         0,         0,     38205,     49101,    105229,       360,      2287,         0,         0
       151,     30151,         0,      18.7,      34.8,     46598,     59084,    142131,        35,      2516,         0,         0,     30960,     36806,     91587,        19,      2101,         0,         0
       152,     30152,         0,         0,         0,    118297,    150946,    208056,         0,       864,         0,       661,     77534,     94840,    131280,         0,      2001,         0,       304
       153,     30153,1571.18699,         0,         0,    161576,    204434,    313940,         0,      6466,         0,      2061,    104954,    128650,    179253,         0,      8741,         0,       711
       154,    570001,         0,         0,         0,     87381,    119277,    326800,         0,       263,         0,      1163,     59492,     75342,    175322,         0,       178,         0,       429
       155,    570002,990.592547,      41.0,         0,    136138,    174046,    281419,         0,       888,         0,      2681,     92946,    112261,    161801,        41,      2850,         0,       867
       156,    570003,2333.21838,      57.8,         0,    106052,    137968,    232301,         0,       324,         0,      1467,     73815,     89575,    138499,        58,      1005,         0,       522
       157,    570004,1299.73698,     123.2,         0,    148391,    190619,    337595,         0,       918,         0,      3473,    100068,    121962,    185503,       123,      3100,         0,      1092
       158,    570005,870.265885,     132.0,         0,    154542,    196836,    325548,         4,      2487,         0,      3596,    104168,    126297,    181621,       191,      4400,         0,      1131
       159,    570006,3281.93156,      35.0,         0,    106897,    141021,    259047,         0,       365,         0,      1756,     72978,     89872,    146427,        35,       414,         0,       606
       160,    570007,2690.21186,      79.5,         0,    130847,    169657,    305288,         0,       486,         0,      2728,     88322,    108078,    169869,        80,      1565,         0,       878
       161,    570008,277.020743,      26.3,       2.8,    174653,    226870,    400785,         4,      9243,         0,      4889,    115926,    142870,    214898,       175,      7194,         0,      1565
       162,    570009,945.959635,      58.5,         0,    165938,    215046,    385067,         0,      2171,         0,      4553,    109816,    135632,    207061,        76,      4638,         0,      1439
       163,    570010,109.891340,      13.8,         0,    177287,    231610,    405072,         3,      6823,         0,      5066,    117355,    145091,    216570,       165,      6255,         0,      1633
       164,    570011,388.340758,       8.3,         0,    174796,    227173,    394590,         2,     14858,         0,      4390,    115229,    142425,    213163,        64,      9191,         0,      1385
       165,    570012,4580.44630,         0,     328.8,    116776,    153739,    306585,       329,       386,         0,      2233,     78262,     97112,    168419,         0,       309,         0,       742
       166,    570013,668.526890,      47.2,         0,    164157,    212930,    392372,         0,      1043,         0,      4457,    108654,    134377,    209806,        59,      3495,         0,      1405
       167,    570014,396.257237,      20.5,         0,    178323,    234972,    414880,         1,      6152,         0,      5222,    117488,    146080,    220995,       100,      6164,         0,      1687
       168,    570015,238.343642,      49.8,         0,    179660,    237336,    424423,         7,     10377,         0,      5291,    118320,    147237,    225692,       116,      7549,         0,      1714
       169,    570016,341.616489,      20.2,         0,    170284,    221650,    424401,         0,     16888,         0,      4787,    112504,    139252,    226342,        89,      9665,         0,      1525
       170,    570017,495.060813,      36.5,      54.3,    143147,    186029,    362682,        54,       429,         0,      3436,     95134,    117650,    195967,        48,      1228,         0,      1081
       171,    570018,498.318878,      48.0,         0,    154114,    199877,    382276,         6,       531,         0,      3977,    102063,    126397,    205248,        63,      2074,         0,      1247
       172,    570019,388.358642,      79.5,         0,    194129,    268689,    450962,        11,     17591,         0,      8852,    126489,    160665,    237747,       173,     10181,         0,      3816
       173,    570020,500.223717,      63.3,         0,    197705,    276566,    454240,         0,     29428,         0,      9140,    128244,    163677,    239651,       129,     13825,         0,      3904
       174,    570021,484.164824,      32.8,         0,    183337,    245062,    436674,         5,      5531,         0,      5518,    120388,    150708,    230773,        77,      6575,         0,      1805
       175,    570022,245.354829,      34.5,      14.3,    189829,    258760,    448106,        14,     11543,         0,      8490,    124278,    156720,    236268,       152,      8469,         0,      3655
       176,    570023,277.071394,      27.3,         0,    208408,    303407,    472338,         0,     41090,         0,      9276,    134213,    174646,    248427,       134,     18146,         0,      4153
       177,    570024,652.528921,      33.2,         0,    141268,    183733,    382790,        14,       461,         0,      3346,     93944,    116173,    204571,        45,      1327,         0,      1053
       178,    570025,639.727979,      52.5,      11.5,    152360,    197619,    403279,        12,       544,         0,      3891,    100961,    124990,    214366,        66,      2328,         0,      1220
       179,    570026,627.007270,      12.5,         0,    165147,    214914,    422450,         0,      1061,         0,      4539,    108984,    135336,    223446,        14,      3970,         0,      1434
       180,    570027,316.998040,      29.0,         0,    179059,    237288,    447755,         3,      3719,         0,      5291,    117630,    147005,    235303,        82,      6483,         0,      1714
       181,    570028,256.114285,      35.8,         0,    186049,    247839,    464357,         2,      8125,         0,      8575,    122358,    152549,    242837,       128,      8685,         0,      3680
       182,    570029,240.050986,      43.5,         0,    191668,    260508,    470182,         6,     12428,         0,      8986,    125618,    157926,    245641,       160,     10109,         0,      3809
       183,    570030,630.443990,      38.8,       4.8,    167352,    210324,    388452,         5,      3920,         0,      5664,    111485,    134348,    209846,        73,      7655,         0,      1782
       184,    570031,439.909944,      66.5,         0,    198016,    275640,    478643,         0,     22266,         0,      9567,    129027,    164048,    249777,       189,     12726,         0,      4104
       185,    570032,320.440443,      47.8,         0,    206847,    297394,    486797,         0,     38065,         0,      9820,    133648,    172651,    254198,       286,     17281,         0,      4384
