TAZID,CO_TAZID,DevAcres,HH,Job,ATO_Job_byAuto,ATO_Job_byAuto_FF,ATO_Job_byAuto_SL,ATO_Job_byWalk,ATO_Job_byBike,ATO_Job_byTran_wk,ATO_Job_byTran_dr,ATO_HH_byAuto,ATO_HH_byAuto_FF,ATO_HH_byAuto_SL,ATO_HH_byWalk,ATO_HH_byBike,ATO_HH_byTran_wk,ATO_HH_byTran_dr
        14,     30014,227.153493,      24.7,         0,     88765,    140486,    176548,       389,     14218,         0,       521,     76673,    111820,    148191,       193,     10146,         0,       331
        15,     30015,3152.46340,       1.0,     321.3,     60356,     97033,    136945,       321,      4372,         0,       167,     53568,     76912,    115938,         1,      2673,         0,       141
        16,     30016,746.812178,      87.4,      66.9,         0,         0,         0,       262,     12878,         0,         0,         0,         0,         0,       140,      9027,         0,         0
        17,     30017,407.588378,     254.5,         0,     78754,    127244,    176521,       133,     10020,         0,       354,     68663,    101009,    148273,       255,      6513,         0,       320
        18,     30018,309.030427,         0,     829.7,     84637,    134647,    182153,      1049,     12757,         0,       420,     73395,    107058,    152620,       119,      8785,         0,       380
        19,     30019,196.205397,     207.4,      52.5,     66714,    107907,    173462,       170,     13995,      9483,      1701,     59173,     85840,    145271,       451,     10002,      7869,      1975
        20,     30020,173.846732,     195.6,     151.0,     57077,     91760,    170830,       341,     13582,     11371,      1727,     51349,     73388,    142970,       613,      9983,      9712,      2154
        21,     30021,128.632214,      82.4,     475.8,     78880,    126515,    184084,      1149,     14551,         0,      2697,     68883,    100537,    154160,       379,     10378,         0,      2572
        22,     30022,104.210697,      91.9,     121.7,     76588,    123107,    184610,      1021,     15170,         0,      2026,     67050,     97838,    154574,       527,     10993,         0,      2464
        23,     30023,135.607746,      77.8,     187.9,     72633,    117055,    183655,       820,     15553,      8997,      1414,     63937,     93067,    153742,       763,     11482,      5874,      1725
        24,     30024,101.657431,     149.1,      16.3,     68413,    110681,    181705,       622,     15540,     11294,       897,     60584,     88059,    152052,      1173,     11504,      9106,      1451
        25,     30025,113.044793,     300.0,     161.7,     63908,    103306,    180121,       690,     15404,     14278,      1184,     57029,     82368,    150625,      1520,     11455,     11988,      1416
        26,     30026, 56.631464,     183.0,     183.1,     62065,    100190,    180964,       881,     15225,     15782,      1224,     55572,     79990,    151232,      1676,     11380,     13510,      1544
        27,     30027,153.111351,     129.4,      14.2,     76617,    123974,    171839,       837,     15290,         0,      1972,     67034,     98493,    144480,       399,     11160,         0,      2235
        28,     30028,203.300975,     219.3,     286.0,     70718,    114530,    167704,      1969,     16266,      8582,      1519,     62352,     91013,    141140,       625,     12308,      5932,      1847
        29,     30029, 83.574133,     199.8,       4.1,     65938,    107933,    169124,      1738,     16376,     11556,       681,     58668,     85974,    142083,      1478,     12495,      8896,      1154
        30,     30030,108.781129,     309.3,      83.3,     60464,     98634,    165378,      1697,     16193,     15094,      1072,     54312,     78833,    139063,      1930,     12369,     12468,      1414
        31,     30031, 64.047264,     200.0,     180.2,     62226,    101629,    167411,      1733,     15940,     13878,       994,     55771,     81179,    140549,      2141,     12220,     13229,      1322
        32,     30032, 46.605744,     130.1,       4.1,     58766,     94778,    177450,       759,     14957,     12835,      1167,     52840,     75783,    148367,      1615,     11222,     10923,      1472
        33,     30033, 64.212087,     154.3,      11.6,     56728,     92493,    160515,      1489,     15664,     12768,      1082,     51270,     74136,    135032,      2084,     12037,     10967,      1477
        34,     30034, 67.305935,     173.3,      16.3,     54852,     88213,    174762,       484,     14661,     10442,      1683,     49584,     70745,    146240,      1409,     11100,      8861,      2059
        35,     30035, 80.425663,     257.1,         0,     52118,     84829,    157712,       669,     15125,      9484,      1023,     47614,     68383,    132302,      1652,     11700,      7972,      1377
        36,     30036, 66.078085,     126.8,         0,     45675,     72735,    149041,       113,     14191,         0,      2147,     42223,     59349,    125337,      1089,     10996,         0,      2311
        37,     30037,213.267221,      77.4,     100.7,     94412,    148513,    188397,       592,     15954,         0,      2171,     81319,    118458,    157727,       274,     11884,         0,      2404
        38,     30038,207.268944,       2.3,    1246.2,     85314,    136811,    184846,      2802,     16890,      6474,       948,     74121,    108974,    154797,       541,     13018,      4536,      1457
        39,     30039, 82.626687,      78.5,     187.6,     66996,    109438,    168127,      4878,     16946,      9044,       616,     59512,     87155,    141358,      1316,     13209,      7312,      1025
        40,     30040,118.118363,     338.7,     264.4,     64083,    104695,    166580,      4846,     16805,     12365,       516,     57189,     83490,    140080,      1773,     13101,     10964,      1010
        41,     30041, 42.716753,     107.7,     611.7,     59071,     96214,    163062,      3229,     16449,     12317,       656,     53174,     76984,    137211,      2069,     12840,     12543,      1149
        42,     30042, 43.532671,      70.0,      81.7,     60978,     99889,    169458,      2334,     16172,     11202,       962,     54764,     79843,    142211,      2018,     12649,     11006,      1308
        43,     30043, 79.992258,     205.4,      82.4,     55211,     90276,    163965,      1057,     15569,      8063,      1132,     50098,     72474,    137346,      1638,     12200,      8045,      1485
        44,     30044, 35.151657,     163.6,         0,     53435,     87028,    163431,       272,     15054,         0,      1037,     48682,     70031,    136876,      1186,     11896,         0,      1397
        45,     30045, 43.925164,     156.1,      25.8,     51626,     83784,    163721,       144,     14754,         0,      1057,     47217,     67595,    137117,       819,     11771,         0,      1385
        46,     30046,151.481435,         0,         0,     46466,     74209,    162079,        26,     14075,         0,      1548,     42924,     60457,    135874,       261,     11472,         0,      1770
        47,     30047,         0,         0,         0,     63602,    102832,    189977,         0,      8264,         0,       196,     56075,     81281,    160196,         0,      6434,         0,       171
        48,     30048,456.875777,      11.4,         0,     78226,    125577,    180694,         0,      7048,         0,       352,     68060,     99527,    152211,        11,      4634,         0,       317
        49,     30049,239.937161,      96.7,     308.5,     94035,    148008,    194045,       519,     16414,         0,      1385,     81032,    118053,    162426,       308,     12394,         0,      1640
        50,     30050,248.042036,     154.3,     475.7,     83618,    134319,    189242,      2814,     17193,      6418,       682,     72824,    107003,    158504,       543,     13425,      4319,       994
        51,     30051, 46.653357,      69.0,      88.8,     67054,    114595,    170788,      4192,     17234,      8751,       428,     59702,     91367,    143661,      1269,     13643,      6005,       715
        52,     30052, 45.509891,      46.0,    1800.4,     68587,    112041,    174515,      4950,     17146,      8725,       583,     60853,     89271,    146482,      1438,     13520,      8732,       881
        53,     30053, 77.585652,     220.2,    1237.1,     65338,    106724,    172652,      5268,     16995,     12313,       479,     58338,     85193,    144993,      1725,     13444,     10997,       881
        54,     30054, 72.913789,     170.3,     669.9,     62479,    101911,    170003,      4278,     16720,     11301,       556,     55995,     81426,    142802,      1783,     13255,     11815,      1097
        55,     30055, 75.013534,     156.2,     210.5,     61318,    105094,    168721,      2777,     16474,      9918,       639,     55249,     83989,    141331,      1574,     13099,     10272,      1144
        56,     30056, 26.131260,      37.1,         0,     60116,    103170,    170152,      1573,     16222,         0,       509,     54257,     82466,    142454,      1190,     12983,         0,       882
        57,     30057, 28.559692,      87.2,         0,     58735,     96134,    169847,      1347,     15878,         0,       964,     52956,     76922,    142069,      1472,     12570,         0,      1387
        58,     30058,252.494945,         0,         0,     48831,     78711,    167741,       243,     15450,         0,      1231,     44960,     63850,    140588,       565,     12547,         0,      1650
        59,     30059,190.274203,     129.4,         0,     83717,    133653,    192883,       321,     16492,         0,      1100,     72802,    106373,    161747,       366,     12759,         0,      1668
        60,     30060,195.748829,     152.2,         0,     78951,    126999,    193900,       810,     17039,      6486,       709,     69091,    101067,    162530,      1375,     13490,      6104,      1071
        61,     30061, 88.242831,     255.9,         0,     69206,    118708,    177524,      2594,     17162,     10244,       453,     61461,     94644,    149158,      2252,     13754,      8628,       669
        62,     30062, 75.224599,     205.1,      71.2,     67369,    115653,    171819,      3696,     17093,     14493,       460,     59963,     92214,    144528,      2830,     13791,     12120,       719
        63,     30063, 35.770124,      22.1,     194.3,     63617,    108794,    164418,      4376,     17189,      9370,       475,     56842,     86736,    138596,      1677,     13691,      6415,       689
        64,     30064, 85.373297,     210.3,     163.9,     69492,    118603,    173414,      3355,     16921,     11242,       472,     61806,     94665,    145720,      3144,     13760,     10634,       610
        65,     30065, 97.758595,     265.3,      69.5,     61294,    104765,    163138,      4641,     17034,     13511,       372,     55173,     83706,    137229,      2045,     13662,     11009,       631
        66,     30066, 51.309541,     162.5,     138.6,     73045,    124590,    184393,      2462,     16736,     10242,       400,     64855,     99480,    153999,      2526,     13631,     10307,       526
        67,     30067, 57.422659,     137.0,     113.9,     70952,    121262,    180612,      3869,     16862,     12668,       413,     63178,     96847,    150915,      1953,     13557,     12551,       678
        68,     30068, 52.467391,     174.2,      36.2,     68084,    116573,    181619,      1622,     16480,      9398,       479,     60833,     93121,    151769,      1808,     13481,      9815,       654
        69,     30069, 57.773502,      32.0,      82.9,     62320,    106784,    174774,      1993,     16602,     10020,       351,     56075,     85323,    146280,      1522,     13401,     10765,       743
        70,     30070, 34.826126,     103.6,      23.5,     65928,    112961,    180727,      1100,     16185,         0,       463,     59067,     90234,    151017,      1129,     13295,         0,       662
        71,     30071,143.723585,      25.0,         0,     62034,    107894,    182626,       508,     15730,         0,       448,     55852,     86210,    152510,       570,     12934,         0,       774
        72,     30072, 34.086920,      99.7,      85.6,     60998,    104590,    175276,       944,     16181,         0,       670,     54984,     83589,    146604,       961,     13113,         0,       996
        73,     30073,115.092528,       5.5,         0,     68698,    118897,    189222,       330,     14907,         0,       871,     61357,     94998,    157715,       255,     12444,         0,      1057
        74,     30074,227.309852,      82.4,     140.8,     71698,    115674,    195038,       212,     16072,         0,       269,     63095,     91886,    163775,       388,     12796,         0,       240
        75,     30075,149.658472,     513.6,     592.8,     95365,    155899,    202521,      2547,     16668,     16587,      1393,     82294,    124602,    169177,      2392,     13514,     14348,      1374
        76,     30076,114.941966,     500.4,     158.3,     75872,    128953,    185908,      2102,     16934,     11571,       759,     66876,    102827,    155941,      2441,     13655,     10095,      1138
        77,     30077, 80.280561,     518.4,     943.4,     75999,    129130,    183002,      3246,     16862,     16200,       525,     66989,    102993,    153498,      3807,     13710,     13722,       571
        78,     30078,112.191671,     581.9,     306.0,     76823,    130433,    186828,      3707,     16598,     16641,       600,     67664,    104053,    156585,      3567,     13584,     13616,       715
        79,     30079, 39.400546,     488.5,     406.9,     69303,    118409,    178409,      3169,     16743,     13442,       543,     61793,     94576,    149419,      3559,     13697,     12311,       681
        80,     30080, 46.560144,     552.9,     351.6,     73240,    124844,    185752,      3138,     16386,     19557,       612,     65027,     99714,    155315,      3039,     13504,     17276,       677
        81,     30081,187.307320,     157.7,     315.0,     68935,    119170,    189744,       715,     15696,      9598,       891,     61564,     95221,    158275,       687,     13019,      8952,      1038
        82,     30082,152.546581,     376.8,     499.8,     76973,    130799,    192776,      2199,     16303,     10967,       569,     67992,    104450,    160828,      2510,     13476,     10733,       660
        83,     30083,113.808487,         0,     248.7,     97428,    158614,    208407,      2464,     16142,     19111,      1184,     84009,    126837,    173963,      1723,     13274,     16005,      1332
        84,     30084, 53.080907,     197.3,     251.8,     89905,    149716,    206092,      3347,     16130,     23235,       882,     78053,    119716,    172035,      2616,     13342,     18522,      1043
        85,     30085, 57.165840,      62.5,     133.7,     81374,    137648,    202310,      1788,     15679,     20871,       709,     71661,    110050,    168566,      1764,     13136,     18294,       997
        86,     30086,388.510529,      15.0,     156.6,    100525,    161023,    210696,       157,     12393,         0,       835,     86240,    128573,    176297,        82,     10638,         0,       448
        87,     30087,219.151682,      69.0,         0,         0,         0,         0,       180,     15067,         0,         0,         0,         0,         0,       188,     12493,         0,         0
        88,     30088,205.655239,      69.0,         0,     83308,    139618,    207115,       309,     14008,      6764,       387,     73164,    111542,    172434,       376,     12150,      7996,       350
        89,     30089,199.281081,     164.5,     335.7,     85489,    138822,    189141,       993,     13773,     17224,      1663,     75493,    111413,    157712,       793,     12196,     14665,      1540
        90,     30090,271.340268,     125.2,     716.7,     84906,    143355,    206454,      1945,     15272,     17334,       842,     74408,    114642,    172129,      1198,     12961,     14553,      1229
        91,     30091,150.566799,     255.2,     117.3,     83359,    135736,    189572,       991,     13748,     17236,      1634,     73819,    108929,    157927,       825,     12247,     15008,      1514
        92,     30092,123.970634,     200.0,     198.9,     78424,    133104,    204166,      1449,     15058,     20797,       713,     69695,    106512,    169555,      1123,     12881,     17994,      1180
        93,     30093,105.465780,     111.4,         0,     71701,    118354,    194854,        94,     11333,         0,       266,     64528,     95023,    162743,       294,     10283,         0,       238
        94,     30094,205.869884,     115.2,         0,     85835,    138943,    184131,       219,     11602,     11778,       461,     75163,    111121,    154816,       587,     10640,     11168,       301
        95,     30095,184.642664,     284.0,     194.6,     89568,    144463,    197367,       572,     11723,     20447,       501,     78693,    115965,    164510,      1045,     10894,     16656,       321
        96,     30096,163.787822,     270.2,      64.1,     87630,    141832,    196002,       547,     12704,     19179,       448,     77184,    113853,    163206,       834,     11656,     15621,       295
        97,     30097,         0,         0,         0,     92873,    145549,    186884,         0,      3549,         0,       725,     80415,    116351,    157873,         0,      4434,         0,       415
        98,     30098,515.762284,      15.4,       2.7,    110548,    166744,    204713,         4,      5179,         0,      1283,     94150,    133447,    171931,        31,      6355,         0,       588
        99,     30099, 47.224552,         0,         0,     87193,    141134,    191665,        44,      8710,         0,       512,     76267,    112968,    161103,       347,      8618,         0,       327
       100,     30100,115.285769,     106.7,       2.1,     96573,    153484,    199335,       192,      8682,     15798,       744,     83727,    122942,    167085,       662,      8759,     13833,       421
       101,     30101,226.520192,     440.6,     134.8,     97265,    154640,    205666,       397,     10166,     22247,       693,     84860,    124236,    171115,       900,      9949,     17109,       406
       102,     30102,108.195519,         0,         0,     82600,    134712,    198364,        56,      5991,         0,       413,     72641,    107780,    166797,       363,      7035,         0,       373
       103,     30103,195.757101,     228.7,      19.7,    100424,    158562,    207700,       171,      6622,     14339,       893,     86833,    127059,    173932,       645,      7493,     12753,       466
       104,     30104,151.304957,     198.3,     116.0,    103047,    161966,    210500,       335,      8574,     25362,       906,     89485,    130142,    175092,       992,      8795,     19185,       470
       105,     30105, 98.772761,     108.2,      55.1,    109497,    168854,    219767,       218,      6171,     26569,      1163,     94343,    135697,    182617,       881,      7354,     20125,       549
       106,     30106,197.688337,     216.6,      76.9,    108118,    167817,    220749,       160,      6200,     25366,      1084,     93359,    134872,    183361,       592,      7424,     19348,       523
       107,     30107, 55.090501,         0,         0,    106316,    165525,    219040,        16,      3989,         0,      1094,     91434,    132749,    183205,       222,      5973,         0,       526
       108,     30108, 88.809657,     171.2,         0,    117219,    177713,    224837,       126,      4619,     26336,      1425,     99877,    142706,    187390,       691,      6521,     19789,       636
       109,     30109,946.304060,      12.0,       1.4,    125721,    184150,    224703,         1,      2689,         0,      1842,    105360,    147220,    188098,        20,      4749,         0,       786
       110,     30110, 95.228257,      21.3,         0,    115983,    176527,    223183,        65,      4383,     14567,      1403,     98472,    141475,    186457,       537,      6301,     12911,       628
       111,     30111,140.290589,      19.7,         0,    137080,    197093,    236377,        25,      2700,         0,      2268,    114253,    157686,    197210,        97,      4992,         0,       932
       112,     30112,174.440973,      47.0,         0,    125049,    186696,    234925,        49,      2840,     13768,      1733,    105317,    149583,    195903,       293,      5200,     12199,       747
       113,     30113,203.628024,     113.2,         0,    119874,    180675,    228755,        48,      3687,     22722,      1534,    101977,    145108,    190161,       528,      5974,     17682,       675
       114,     30114,154.264831,      86.9,       1.8,    123974,    185549,    238061,        21,      2999,     29856,      1647,    105254,    149090,    197250,       296,      5409,     21639,       716
       115,     30115, 90.072069,       5.6,      89.5,    153836,    216198,    255245,       166,      1523,         0,      2983,    127546,    173121,    212176,       185,      3933,         0,      1183
       116,     30116,109.047060,      65.1,      29.2,    144411,    207333,    250623,       172,      1795,     15296,      2547,    120108,    165995,    208480,       253,      4227,     13088,      1027
       117,     30117,104.898914,      30.3,      34.2,    134122,    196871,    246539,       104,      1944,     28216,      2045,    112682,    157941,    204761,       342,      4393,     20638,       858
       118,     30118, 81.197058,      56.2,         0,    131446,    193825,    247798,        50,      1851,     31087,      1928,    110930,    155688,    205070,       282,      4307,     22176,       817
       119,     30119, 88.410214,       1.0,      35.8,    150913,    212641,    259383,       134,      1043,         0,      2866,    125211,    170251,    215632,       185,      3503,         0,      1141
       120,     30120,230.581588,     123.3,       1.4,    140828,    203236,    256382,       168,      1127,     15187,      2390,    117368,    162725,    212990,       359,      3647,     12819,       973
       121,     30121,115.036147,      51.4,       7.8,    130506,    192479,    246192,        91,      1191,     23134,      1889,    110784,    155117,    203914,       488,      3723,     17536,       803
       122,     30122,151.372238,      90.7,         0,    128785,    190569,    246233,        57,      1194,     22003,      1831,    109453,    153573,    203869,       352,      3713,     16864,       782
       123,     30123,117.795646,         0,         0,    129502,    188352,    263388,        30,       674,         0,      1971,    108307,    150620,    219106,       284,      3090,         0,       833
       124,     30124,123.415254,      98.0,       2.3,    126969,    189369,    239081,        88,       800,     19569,      1831,    108112,    152583,    199243,       480,      3333,     15199,       782
       125,     30125, 61.781836,      70.0,      64.3,    136696,    200385,    245631,        88,       821,     33394,      2191,    115689,    161488,    204266,       638,      3374,     23170,       906
       126,     30126,198.242357,     175.4,      10.6,    133721,    197019,    246161,        84,       778,     28889,      2069,    113383,    158788,    204625,       497,      3327,     20473,       866
       127,     30127,127.818309,     105.0,         0,    132551,    195551,    246314,        55,       663,     21119,      2055,    112446,    157600,    205066,       412,      3102,     15898,       862
       128,     30128,100.177029,      96.0,       5.9,    142975,    207570,    252953,        72,       670,     32950,      2502,    120636,    167324,    210064,       593,      3135,     22655,      1011
       129,     30129,233.679796,      66.4,         0,    149621,    215273,    262586,         3,       715,     22510,      2841,    125920,    173556,    217596,       247,      3114,     16651,      1132
       130,     30130,102.635968,      73.8,       1.7,    139678,    203804,    254003,        30,       629,     28829,      2361,    118040,    164276,    210819,       448,      3073,     20219,       963
       131,     30131,120.748304,      90.4,         0,    145223,    210175,    260902,         5,       671,     28538,      2623,    122422,    169437,    216245,       275,      3074,     20037,      1054
       132,     30132,262.933622,     122.2,       6.6,    162979,    230467,    281295,        20,      1335,     34773,      3496,    136494,    185846,    230133,       293,      4445,     23028,      1370
       133,     30133,420.264584,     194.9,      15.6,    161576,    228685,    276063,        21,      1440,     29752,      3442,    135377,    184406,    226650,       293,      4505,     20011,      1349
       134,     30134,971.602594,       9.6,         0,    157843,    224283,    290842,         7,      2763,         0,      3383,    133590,    181544,    234533,        10,      6433,         0,      1326
       135,     30135,146.137693,       3.4,         0,    156654,    223126,    279936,        11,      1746,         0,      3282,    131741,    180063,    228886,       140,      4888,         0,      1290
       136,     30136,407.556751,     316.8,      23.7,    167862,    235831,    292684,        24,      2625,     22774,      3780,    140323,    190205,    236996,       324,      6837,     15854,      1479
       137,     30137,280.637419,       2.5,      30.7,    167517,    235330,    298537,        98,      3768,         0,      3831,    140396,    189998,    240032,       229,      7700,         0,      1498
       138,     30138,291.975907,     215.9,      54.3,    180645,    250398,    305080,       137,      3982,     37713,      4440,    150406,    201941,    243817,       356,      8146,     24558,      1747
       139,     30139,526.757807,     296.9,      29.0,    190198,    261648,    324106,       159,      6345,     42719,      4938,    157896,    210796,    254793,       450,     11548,     27152,      1956
       140,     30140,823.791016,       5.0,         0,    151782,    217831,    310232,         0,      4812,         0,      3120,    132779,    179430,    242674,         5,      9514,         0,      1232
       141,     30141,421.177376,       5.9,         0,    172826,    241555,    321231,        54,      6547,         0,      4094,    144554,    194992,    253265,        42,     11398,         0,      1603
       142,     30142,476.179051,         0,         0,    162992,    231909,    314611,         0,      7237,         0,      3661,    137554,    187605,    247499,         5,     12286,         0,      1434
       143,     30143,216.839844,      73.8,     109.7,    188557,    259820,    324798,       163,      6354,     44441,      4860,    156635,    209344,    255244,       456,     11399,     28136,      1923
       144,     30144,         0,         0,         0,    119101,    180043,    249609,         0,       653,         0,      1776,    103999,    146420,    205756,         0,      2342,         0,       762
       145,     30145,386.115617,      33.3,         0,     48185,     76285,    150159,        16,      7703,         0,      3309,     44102,     61742,    126229,        52,      5732,         0,      2921
       146,     30146,         0,      18.6,         0,     31520,     47009,    144581,         0,     10371,         0,         0,     30412,     39379,    121993,        19,      8378,         0,         0
       147,     30147,         0,       2.8,         0,     24581,     41203,    128777,         0,       536,         0,         0,     24430,     35308,    107968,         3,      1300,         0,         0
       148,     30148,         0,         0,         0,     27776,     49523,    156398,         0,      6759,         0,         0,     27471,     41584,    131080,         0,      6323,         0,         0
       149,     30149,         0,         0,         0,     20701,     32900,    150588,         0,     11065,         0,         0,     20615,     29146,    127082,         0,      9383,         0,         0
       150,     30150,2427.21499,     616.2,     155.5,     33043,     59048,    169549,       156,       837,         0,         0,     32119,     49056,    140866,       616,      1486,         0,         0
       151,     30151,         0,      21.4,      46.5,     27194,     40008,    142223,        47,       974,         0,         0,     27908,     34949,    119266,        21,      1284,         0,         0
       152,     30152,         0,         0,         0,     96188,    153887,    223066,         0,       525,         0,       857,     84638,    124128,    185890,         0,      2496,         0,       455
       153,     30153,1571.18699,         0,         0,    157498,    223971,    308208,         0,      5562,         0,      3351,    131944,    180428,    246339,         0,     11744,         0,      1314
       154,    570001,         0,         0,       0.8,     31037,    102810,    275504,         1,       553,         0,      3976,     41302,     94170,    207706,         0,       497,         0,      1124
       155,    570002,990.592547,     502.3,         0,     81754,    174255,    268306,         0,      1166,         0,      2579,     91184,    152444,    217938,       502,     10030,         0,      1004
       156,    570003,2333.21838,     707.3,         0,     44603,    119039,    210812,         0,       526,         0,       847,     59888,    110846,    177843,       707,      5491,         0,       426
       157,    570004,1299.73698,    1099.8,         0,     96007,    191919,    296124,         0,      1070,         0,      4282,    105397,    167220,    234419,      1100,     11603,         0,      1671
       158,    570005,870.265885,     857.3,         0,    110707,    207638,    310017,         0,      2028,         0,      4023,    112811,    177330,    242232,       871,     13534,         0,      1555
       159,    570006,3281.93156,     391.8,       2.5,     50368,    133811,    224814,         3,       890,         0,      5745,     66013,    122946,    185184,       392,      3111,         0,      1713
       160,    570007,2690.21186,    1037.8,         0,     70400,    160346,    253525,         0,       851,         0,      4148,     83294,    144194,    206421,      1038,      8293,         0,      1466
       161,    570008,277.020743,     159.2,      18.3,    148136,    236082,    364205,        24,      5990,         0,      7282,    140822,    199903,    271060,       412,     16751,         0,      3066
       162,    570009,945.959635,     572.7,         0,    137963,    220614,    343889,         0,      1520,         0,      6890,    131322,    186411,    259621,       580,     13612,         0,      2838
       163,    570010,109.891340,      60.2,         0,    152783,    241741,    369715,        17,      3702,         0,      7591,    143877,    203788,    273143,       493,     15944,         0,      3192
       164,    570011,388.340758,     135.0,         0,    164125,    251071,    385918,         7,     10537,         0,      8573,    148578,    208279,    281780,       271,     17977,         0,      3718
       165,    570012,4580.44630,         0,     781.7,     55504,    148375,    258792,       782,       951,         0,      3540,     64432,    130964,    205715,         0,      2333,         0,      1249
       166,    570013,668.526890,     498.7,         0,    135740,    222355,    348012,         0,       851,         0,      8520,    132513,    190195,    260440,       499,     11578,         0,      3545
       167,    570014,396.257237,      98.2,         0,    158979,    245487,    381030,         0,      2979,         0,      8254,    146679,    205098,    277675,       225,     15434,         0,      3548
       168,    570015,238.343642,     109.3,         0,    161369,    248297,    393437,         3,      6035,         0,      8410,    148562,    207334,    284805,       223,     16635,         0,      3629
       169,    570016,341.616489,     119.3,         0,    183831,    264221,    396188,         0,     11340,         0,     10097,    161450,    217220,    285883,       230,     17870,         0,      4567
       170,    570017,495.060813,     273.2,     193.2,     82364,    191799,    311861,       193,       867,         0,      5497,     87881,    166139,    239791,       273,      6586,         0,      1996
       171,    570018,498.318878,     375.0,         0,     98515,    210068,    330129,         0,       719,         0,      6682,    101019,    180947,    250733,       375,      8799,         0,      2506
       172,    570019,388.358642,     253.8,         0,    192877,    277204,    432407,        11,     11302,         0,     10913,    168458,    226652,    302698,       371,     17780,         0,      4999
       173,    570020,500.223717,     342.2,         0,    199383,    283009,    439150,       166,     20470,         0,     11585,    170644,    229044,    307972,       561,     19619,         0,      5327
       174,    570021,484.164824,     138.0,         0,    170365,    255874,    410413,         1,      2548,         0,      9263,    154316,    212436,    292527,       151,     14751,         0,      4098
       175,    570022,245.354829,      99.2,      18.3,    182789,    269072,    428381,        19,      6698,         0,     10142,    162776,    222051,    302041,       300,     16750,         0,      4593
       176,    570023,277.071394,     403.5,     344.0,    218378,    304220,    465828,       344,     31961,         0,     12212,    182157,    243564,    322503,       746,     22260,         0,      5863
       177,    570024,652.528921,     239.7,         0,     80382,    188642,    331336,         0,       846,         0,      5357,     86172,    163578,    248497,       240,      5743,         0,      1938
       178,    570025,639.727979,     540.5,      13.5,     95821,    206306,    350749,        14,       737,         0,      6504,     98843,    177896,    259850,       541,      8077,         0,      2426
       179,    570026,627.007270,     214.0,         0,    153142,    238350,    384722,         0,       699,         0,     11285,    144767,    203398,    278129,       214,     10610,         0,      4802
       180,    570027,316.998040,      44.5,         0,    162479,    247573,    419583,         1,      1572,         0,      9307,    148418,    206288,    295709,       169,     13482,         0,      4122
       181,    570028,256.114285,      95.7,         0,    181979,    260393,    421718,         2,      4299,         0,     10804,    162763,    217362,    299856,       209,     15925,         0,      4960
       182,    570029,240.050986,     139.5,       3.0,    191368,    271713,    453643,         6,      7737,         0,     11358,    169009,    225039,    314356,       307,     17363,         0,      5249
       183,    570030,630.443990,     257.3,       4.0,    174585,    251707,    400289,         4,      1805,         0,     10986,    159576,    213191,    286662,       273,     13660,         0,      4962
       184,    570031,439.909944,     339.2,         0,    203687,    283476,    467299,         1,     14413,         0,     12506,    175155,    231797,    321042,       520,     19032,         0,      5845
